,Column Name,Label,Table Name,Table Description
2466,S0101_C06_015E,Estimate!!Percent Female!!Total population!!AGE!!65 to 69 years,S0101,AGE AND SEX
2467,S0101_C06_016E,Estimate!!Percent Female!!Total population!!AGE!!70 to 74 years,S0101,AGE AND SEX
2468,S0101_C06_017E,Estimate!!Percent Female!!Total population!!AGE!!75 to 79 years,S0101,AGE AND SEX
2469,S0101_C06_018E,Estimate!!Percent Female!!Total population!!AGE!!80 to 84 years,S0101,AGE AND SEX
2470,S0101_C06_019E,Estimate!!Percent Female!!Total population!!AGE!!85 years and over,S0101,AGE AND SEX
2471,S0101_C06_020E,Estimate!!Percent Female!!Total population!!SELECTED AGE CATEGORIES!!5 to 14 years,S0101,AGE AND SEX
2472,S0101_C06_021E,Estimate!!Percent Female!!Total population!!SELECTED AGE CATEGORIES!!15 to 17 years,S0101,AGE AND SEX
2473,S0101_C06_022E,Estimate!!Percent Female!!Total population!!SELECTED AGE CATEGORIES!!Under 18 years,S0101,AGE AND SEX
2474,S0101_C06_023E,Estimate!!Percent Female!!Total population!!SELECTED AGE CATEGORIES!!18 to 24 years,S0101,AGE AND SEX
2475,S0101_C06_024E,Estimate!!Percent Female!!Total population!!SELECTED AGE CATEGORIES!!15 to 44 years,S0101,AGE AND SEX
2476,S0101_C06_025E,Estimate!!Percent Female!!Total population!!SELECTED AGE CATEGORIES!!16 years and over,S0101,AGE AND SEX
2477,S0101_C06_026E,Estimate!!Percent Female!!Total population!!SELECTED AGE CATEGORIES!!18 years and over,S0101,AGE AND SEX
2478,S0101_C06_027E,Estimate!!Percent Female!!Total population!!SELECTED AGE CATEGORIES!!21 years and over,S0101,AGE AND SEX
2479,S0101_C06_028E,Estimate!!Percent Female!!Total population!!SELECTED AGE CATEGORIES!!60 years and over,S0101,AGE AND SEX
2480,S0101_C06_029E,Estimate!!Percent Female!!Total population!!SELECTED AGE CATEGORIES!!62 years and over,S0101,AGE AND SEX
2481,S0101_C06_030E,Estimate!!Percent Female!!Total population!!SELECTED AGE CATEGORIES!!65 years and over,S0101,AGE AND SEX
2482,S0101_C06_031E,Estimate!!Percent Female!!Total population!!SELECTED AGE CATEGORIES!!75 years and over,S0101,AGE AND SEX
2483,S0101_C06_032E,Estimate!!Percent Female!!Total population!!SUMMARY INDICATORS!!Median age (years),S0101,AGE AND SEX
2484,S0101_C06_033E,Estimate!!Percent Female!!Total population!!SUMMARY INDICATORS!!Sex ratio (males per 100 females),S0101,AGE AND SEX
2485,S0101_C06_034E,Estimate!!Percent Female!!Total population!!SUMMARY INDICATORS!!Age dependency ratio,S0101,AGE AND SEX
2486,S0101_C06_035E,Estimate!!Percent Female!!Total population!!SUMMARY INDICATORS!!Old-age dependency ratio,S0101,AGE AND SEX
2487,S0101_C06_036E,Estimate!!Percent Female!!Total population!!SUMMARY INDICATORS!!Child dependency ratio,S0101,AGE AND SEX
2488,S0101_C06_037E,Estimate!!Percent Female!!Total population!!PERCENT ALLOCATED!!Sex,S0101,AGE AND SEX
2489,S0101_C06_038E,Estimate!!Percent Female!!Total population!!PERCENT ALLOCATED!!Age,S0101,AGE AND SEX
2490,S2503_C01_001E,Estimate!!Occupied housing units!!Occupied housing units,S2503,FINANCIAL CHARACTERISTICS
2491,S2503_C01_002E,"Estimate!!Occupied housing units!!Occupied housing units!!HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2020 INFLATION-ADJUSTED DOLLARS)!!Less than $5,000",S2503,FINANCIAL CHARACTERISTICS
2492,S2503_C01_003E,"Estimate!!Occupied housing units!!Occupied housing units!!HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2020 INFLATION-ADJUSTED DOLLARS)!!$5,000 to $9,999",S2503,FINANCIAL CHARACTERISTICS
2493,S2503_C01_004E,"Estimate!!Occupied housing units!!Occupied housing units!!HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2020 INFLATION-ADJUSTED DOLLARS)!!$10,000 to $14,999",S2503,FINANCIAL CHARACTERISTICS
2494,S2503_C01_005E,"Estimate!!Occupied housing units!!Occupied housing units!!HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2020 INFLATION-ADJUSTED DOLLARS)!!$15,000 to $19,999",S2503,FINANCIAL CHARACTERISTICS
2495,S2503_C01_006E,"Estimate!!Occupied housing units!!Occupied housing units!!HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2020 INFLATION-ADJUSTED DOLLARS)!!$20,000 to $24,999",S2503,FINANCIAL CHARACTERISTICS
2496,S2503_C01_007E,"Estimate!!Occupied housing units!!Occupied housing units!!HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2020 INFLATION-ADJUSTED DOLLARS)!!$25,000 to $34,999",S2503,FINANCIAL CHARACTERISTICS
2497,S2503_C01_008E,"Estimate!!Occupied housing units!!Occupied housing units!!HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2020 INFLATION-ADJUSTED DOLLARS)!!$35,000 to $49,999",S2503,FINANCIAL CHARACTERISTICS
2498,S2503_C01_009E,"Estimate!!Occupied housing units!!Occupied housing units!!HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2020 INFLATION-ADJUSTED DOLLARS)!!$50,000 to $74,999",S2503,FINANCIAL CHARACTERISTICS
2499,S2503_C01_010E,"Estimate!!Occupied housing units!!Occupied housing units!!HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2020 INFLATION-ADJUSTED DOLLARS)!!$75,000 to $99,999",S2503,FINANCIAL CHARACTERISTICS
2500,S2503_C01_011E,"Estimate!!Occupied housing units!!Occupied housing units!!HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2020 INFLATION-ADJUSTED DOLLARS)!!$100,000 to $149,999",S2503,FINANCIAL CHARACTERISTICS
2501,S2503_C01_012E,"Estimate!!Occupied housing units!!Occupied housing units!!HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2020 INFLATION-ADJUSTED DOLLARS)!!$150,000 or more",S2503,FINANCIAL CHARACTERISTICS
2502,S2503_C01_013E,Estimate!!Occupied housing units!!Occupied housing units!!HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2020 INFLATION-ADJUSTED DOLLARS)!!Median household income (dollars),S2503,FINANCIAL CHARACTERISTICS
2503,S2503_C01_014E,Estimate!!Occupied housing units!!Occupied housing units!!MONTHLY HOUSING COSTS!!Less than $300,S2503,FINANCIAL CHARACTERISTICS
2504,S2503_C01_015E,Estimate!!Occupied housing units!!Occupied housing units!!MONTHLY HOUSING COSTS!!$300 to $499,S2503,FINANCIAL CHARACTERISTICS
2505,S2503_C01_016E,Estimate!!Occupied housing units!!Occupied housing units!!MONTHLY HOUSING COSTS!!$500 to $799,S2503,FINANCIAL CHARACTERISTICS
2506,S2503_C01_017E,Estimate!!Occupied housing units!!Occupied housing units!!MONTHLY HOUSING COSTS!!$800 to $999,S2503,FINANCIAL CHARACTERISTICS
2507,S2503_C01_018E,"Estimate!!Occupied housing units!!Occupied housing units!!MONTHLY HOUSING COSTS!!$1,000 to $1,499",S2503,FINANCIAL CHARACTERISTICS
2508,S2503_C01_019E,"Estimate!!Occupied housing units!!Occupied housing units!!MONTHLY HOUSING COSTS!!$1,500 to $1,999",S2503,FINANCIAL CHARACTERISTICS
2509,S2503_C01_020E,"Estimate!!Occupied housing units!!Occupied housing units!!MONTHLY HOUSING COSTS!!$2,000 to $2,499",S2503,FINANCIAL CHARACTERISTICS
2510,S2503_C01_021E,"Estimate!!Occupied housing units!!Occupied housing units!!MONTHLY HOUSING COSTS!!$2,500 to $2,999",S2503,FINANCIAL CHARACTERISTICS
2511,S2503_C01_022E,"Estimate!!Occupied housing units!!Occupied housing units!!MONTHLY HOUSING COSTS!!$3,000 or more",S2503,FINANCIAL CHARACTERISTICS
2512,S2503_C01_023E,Estimate!!Occupied housing units!!Occupied housing units!!MONTHLY HOUSING COSTS!!No cash rent,S2503,FINANCIAL CHARACTERISTICS
2513,S2503_C01_024E,Estimate!!Occupied housing units!!Occupied housing units!!MONTHLY HOUSING COSTS!!Median (dollars),S2503,FINANCIAL CHARACTERISTICS
2514,S2503_C01_025E,"Estimate!!Occupied housing units!!Occupied housing units!!MONTHLY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!Less than $20,000",S2503,FINANCIAL CHARACTERISTICS
2515,S2503_C01_026E,"Estimate!!Occupied housing units!!Occupied housing units!!MONTHLY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!Less than $20,000!!Less than 20 percent",S2503,FINANCIAL CHARACTERISTICS
2516,S2503_C01_027E,"Estimate!!Occupied housing units!!Occupied housing units!!MONTHLY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!Less than $20,000!!20 to 29 percent",S2503,FINANCIAL CHARACTERISTICS
2517,S2503_C01_028E,"Estimate!!Occupied housing units!!Occupied housing units!!MONTHLY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!Less than $20,000!!30 percent or more",S2503,FINANCIAL CHARACTERISTICS
2518,S2503_C01_029E,"Estimate!!Occupied housing units!!Occupied housing units!!MONTHLY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!$20,000 to $34,999",S2503,FINANCIAL CHARACTERISTICS
2519,S2503_C01_030E,"Estimate!!Occupied housing units!!Occupied housing units!!MONTHLY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!$20,000 to $34,999!!Less than 20 percent",S2503,FINANCIAL CHARACTERISTICS
2520,S2503_C01_031E,"Estimate!!Occupied housing units!!Occupied housing units!!MONTHLY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!$20,000 to $34,999!!20 to 29 percent",S2503,FINANCIAL CHARACTERISTICS
2521,S2503_C01_032E,"Estimate!!Occupied housing units!!Occupied housing units!!MONTHLY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!$20,000 to $34,999!!30 percent or more",S2503,FINANCIAL CHARACTERISTICS
2522,S2503_C01_033E,"Estimate!!Occupied housing units!!Occupied housing units!!MONTHLY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!$35,000 to $49,999",S2503,FINANCIAL CHARACTERISTICS
2523,S2503_C01_034E,"Estimate!!Occupied housing units!!Occupied housing units!!MONTHLY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!$35,000 to $49,999!!Less than 20 percent",S2503,FINANCIAL CHARACTERISTICS
2524,S2503_C01_035E,"Estimate!!Occupied housing units!!Occupied housing units!!MONTHLY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!$35,000 to $49,999!!20 to 29 percent",S2503,FINANCIAL CHARACTERISTICS
2525,S2503_C01_036E,"Estimate!!Occupied housing units!!Occupied housing units!!MONTHLY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!$35,000 to $49,999!!30 percent or more",S2503,FINANCIAL CHARACTERISTICS
2526,S2503_C01_037E,"Estimate!!Occupied housing units!!Occupied housing units!!MONTHLY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!$50,000 to $74,999",S2503,FINANCIAL CHARACTERISTICS
2527,S2503_C01_038E,"Estimate!!Occupied housing units!!Occupied housing units!!MONTHLY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!$50,000 to $74,999!!Less than 20 percent",S2503,FINANCIAL CHARACTERISTICS
2528,S2503_C01_039E,"Estimate!!Occupied housing units!!Occupied housing units!!MONTHLY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!$50,000 to $74,999!!20 to 29 percent",S2503,FINANCIAL CHARACTERISTICS
2529,S2503_C01_040E,"Estimate!!Occupied housing units!!Occupied housing units!!MONTHLY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!$50,000 to $74,999!!30 percent or more",S2503,FINANCIAL CHARACTERISTICS
2530,S2503_C01_041E,"Estimate!!Occupied housing units!!Occupied housing units!!MONTHLY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!$75,000 or more",S2503,FINANCIAL CHARACTERISTICS
2531,S2503_C01_042E,"Estimate!!Occupied housing units!!Occupied housing units!!MONTHLY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!$75,000 or more!!Less than 20 percent",S2503,FINANCIAL CHARACTERISTICS
2532,S2503_C01_043E,"Estimate!!Occupied housing units!!Occupied housing units!!MONTHLY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!$75,000 or more!!20 to 29 percent",S2503,FINANCIAL CHARACTERISTICS
2533,S2503_C01_044E,"Estimate!!Occupied housing units!!Occupied housing units!!MONTHLY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!$75,000 or more!!30 percent or more",S2503,FINANCIAL CHARACTERISTICS
2534,S2503_C01_045E,Estimate!!Occupied housing units!!Occupied housing units!!MONTHLY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!Zero or negative income,S2503,FINANCIAL CHARACTERISTICS
2535,S2503_C01_046E,Estimate!!Occupied housing units!!Occupied housing units!!MONTHLY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!No cash rent,S2503,FINANCIAL CHARACTERISTICS
2536,S2503_C02_001E,Estimate!!Percent occupied housing units!!Occupied housing units,S2503,FINANCIAL CHARACTERISTICS
2537,S2503_C02_002E,"Estimate!!Percent occupied housing units!!Occupied housing units!!HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2020 INFLATION-ADJUSTED DOLLARS)!!Less than $5,000",S2503,FINANCIAL CHARACTERISTICS
2538,S2503_C02_003E,"Estimate!!Percent occupied housing units!!Occupied housing units!!HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2020 INFLATION-ADJUSTED DOLLARS)!!$5,000 to $9,999",S2503,FINANCIAL CHARACTERISTICS
2539,S2503_C02_004E,"Estimate!!Percent occupied housing units!!Occupied housing units!!HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2020 INFLATION-ADJUSTED DOLLARS)!!$10,000 to $14,999",S2503,FINANCIAL CHARACTERISTICS
2540,S2503_C02_005E,"Estimate!!Percent occupied housing units!!Occupied housing units!!HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2020 INFLATION-ADJUSTED DOLLARS)!!$15,000 to $19,999",S2503,FINANCIAL CHARACTERISTICS
2541,S2503_C02_006E,"Estimate!!Percent occupied housing units!!Occupied housing units!!HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2020 INFLATION-ADJUSTED DOLLARS)!!$20,000 to $24,999",S2503,FINANCIAL CHARACTERISTICS
2542,S2503_C02_007E,"Estimate!!Percent occupied housing units!!Occupied housing units!!HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2020 INFLATION-ADJUSTED DOLLARS)!!$25,000 to $34,999",S2503,FINANCIAL CHARACTERISTICS
2543,S2503_C02_008E,"Estimate!!Percent occupied housing units!!Occupied housing units!!HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2020 INFLATION-ADJUSTED DOLLARS)!!$35,000 to $49,999",S2503,FINANCIAL CHARACTERISTICS
2544,S2503_C02_009E,"Estimate!!Percent occupied housing units!!Occupied housing units!!HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2020 INFLATION-ADJUSTED DOLLARS)!!$50,000 to $74,999",S2503,FINANCIAL CHARACTERISTICS
2545,S2503_C02_010E,"Estimate!!Percent occupied housing units!!Occupied housing units!!HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2020 INFLATION-ADJUSTED DOLLARS)!!$75,000 to $99,999",S2503,FINANCIAL CHARACTERISTICS
2546,S2503_C02_011E,"Estimate!!Percent occupied housing units!!Occupied housing units!!HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2020 INFLATION-ADJUSTED DOLLARS)!!$100,000 to $149,999",S2503,FINANCIAL CHARACTERISTICS
2547,S2503_C02_012E,"Estimate!!Percent occupied housing units!!Occupied housing units!!HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2020 INFLATION-ADJUSTED DOLLARS)!!$150,000 or more",S2503,FINANCIAL CHARACTERISTICS
2548,S2503_C02_013E,Estimate!!Percent occupied housing units!!Occupied housing units!!HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2020 INFLATION-ADJUSTED DOLLARS)!!Median household income (dollars),S2503,FINANCIAL CHARACTERISTICS
2549,S2503_C02_014E,Estimate!!Percent occupied housing units!!Occupied housing units!!MONTHLY HOUSING COSTS!!Less than $300,S2503,FINANCIAL CHARACTERISTICS
2550,S2503_C02_015E,Estimate!!Percent occupied housing units!!Occupied housing units!!MONTHLY HOUSING COSTS!!$300 to $499,S2503,FINANCIAL CHARACTERISTICS
2551,S2503_C02_016E,Estimate!!Percent occupied housing units!!Occupied housing units!!MONTHLY HOUSING COSTS!!$500 to $799,S2503,FINANCIAL CHARACTERISTICS
2552,S2503_C02_017E,Estimate!!Percent occupied housing units!!Occupied housing units!!MONTHLY HOUSING COSTS!!$800 to $999,S2503,FINANCIAL CHARACTERISTICS
2553,S2503_C02_018E,"Estimate!!Percent occupied housing units!!Occupied housing units!!MONTHLY HOUSING COSTS!!$1,000 to $1,499",S2503,FINANCIAL CHARACTERISTICS
2554,S2503_C02_019E,"Estimate!!Percent occupied housing units!!Occupied housing units!!MONTHLY HOUSING COSTS!!$1,500 to $1,999",S2503,FINANCIAL CHARACTERISTICS
2555,S2503_C02_020E,"Estimate!!Percent occupied housing units!!Occupied housing units!!MONTHLY HOUSING COSTS!!$2,000 to $2,499",S2503,FINANCIAL CHARACTERISTICS
2556,S2503_C02_021E,"Estimate!!Percent occupied housing units!!Occupied housing units!!MONTHLY HOUSING COSTS!!$2,500 to $2,999",S2503,FINANCIAL CHARACTERISTICS
2557,S2503_C02_022E,"Estimate!!Percent occupied housing units!!Occupied housing units!!MONTHLY HOUSING COSTS!!$3,000 or more",S2503,FINANCIAL CHARACTERISTICS
2558,S2503_C02_023E,Estimate!!Percent occupied housing units!!Occupied housing units!!MONTHLY HOUSING COSTS!!No cash rent,S2503,FINANCIAL CHARACTERISTICS
2559,S2503_C02_024E,Estimate!!Percent occupied housing units!!Occupied housing units!!MONTHLY HOUSING COSTS!!Median (dollars),S2503,FINANCIAL CHARACTERISTICS
2560,S2503_C02_025E,"Estimate!!Percent occupied housing units!!Occupied housing units!!MONTHLY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!Less than $20,000",S2503,FINANCIAL CHARACTERISTICS
2561,S2503_C02_026E,"Estimate!!Percent occupied housing units!!Occupied housing units!!MONTHLY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!Less than $20,000!!Less than 20 percent",S2503,FINANCIAL CHARACTERISTICS
2562,S2503_C02_027E,"Estimate!!Percent occupied housing units!!Occupied housing units!!MONTHLY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!Less than $20,000!!20 to 29 percent",S2503,FINANCIAL CHARACTERISTICS
2563,S2503_C02_028E,"Estimate!!Percent occupied housing units!!Occupied housing units!!MONTHLY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!Less than $20,000!!30 percent or more",S2503,FINANCIAL CHARACTERISTICS
2564,S2503_C02_029E,"Estimate!!Percent occupied housing units!!Occupied housing units!!MONTHLY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!$20,000 to $34,999",S2503,FINANCIAL CHARACTERISTICS
2565,S2503_C02_030E,"Estimate!!Percent occupied housing units!!Occupied housing units!!MONTHLY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!$20,000 to $34,999!!Less than 20 percent",S2503,FINANCIAL CHARACTERISTICS
2566,S2503_C02_031E,"Estimate!!Percent occupied housing units!!Occupied housing units!!MONTHLY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!$20,000 to $34,999!!20 to 29 percent",S2503,FINANCIAL CHARACTERISTICS
2567,S2503_C02_032E,"Estimate!!Percent occupied housing units!!Occupied housing units!!MONTHLY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!$20,000 to $34,999!!30 percent or more",S2503,FINANCIAL CHARACTERISTICS
2568,S2503_C02_033E,"Estimate!!Percent occupied housing units!!Occupied housing units!!MONTHLY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!$35,000 to $49,999",S2503,FINANCIAL CHARACTERISTICS
2569,S2503_C02_034E,"Estimate!!Percent occupied housing units!!Occupied housing units!!MONTHLY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!$35,000 to $49,999!!Less than 20 percent",S2503,FINANCIAL CHARACTERISTICS
2570,S2503_C02_035E,"Estimate!!Percent occupied housing units!!Occupied housing units!!MONTHLY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!$35,000 to $49,999!!20 to 29 percent",S2503,FINANCIAL CHARACTERISTICS
2571,S2503_C02_036E,"Estimate!!Percent occupied housing units!!Occupied housing units!!MONTHLY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!$35,000 to $49,999!!30 percent or more",S2503,FINANCIAL CHARACTERISTICS
2572,S2503_C02_037E,"Estimate!!Percent occupied housing units!!Occupied housing units!!MONTHLY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!$50,000 to $74,999",S2503,FINANCIAL CHARACTERISTICS
2573,S2503_C02_038E,"Estimate!!Percent occupied housing units!!Occupied housing units!!MONTHLY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!$50,000 to $74,999!!Less than 20 percent",S2503,FINANCIAL CHARACTERISTICS
2574,S2503_C02_039E,"Estimate!!Percent occupied housing units!!Occupied housing units!!MONTHLY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!$50,000 to $74,999!!20 to 29 percent",S2503,FINANCIAL CHARACTERISTICS
2575,S2503_C02_040E,"Estimate!!Percent occupied housing units!!Occupied housing units!!MONTHLY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!$50,000 to $74,999!!30 percent or more",S2503,FINANCIAL CHARACTERISTICS
2576,S2503_C02_041E,"Estimate!!Percent occupied housing units!!Occupied housing units!!MONTHLY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!$75,000 or more",S2503,FINANCIAL CHARACTERISTICS
2577,S2503_C02_042E,"Estimate!!Percent occupied housing units!!Occupied housing units!!MONTHLY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!$75,000 or more!!Less than 20 percent",S2503,FINANCIAL CHARACTERISTICS
2578,S2503_C02_043E,"Estimate!!Percent occupied housing units!!Occupied housing units!!MONTHLY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!$75,000 or more!!20 to 29 percent",S2503,FINANCIAL CHARACTERISTICS
2579,S2503_C02_044E,"Estimate!!Percent occupied housing units!!Occupied housing units!!MONTHLY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!$75,000 or more!!30 percent or more",S2503,FINANCIAL CHARACTERISTICS
2580,S2503_C02_045E,Estimate!!Percent occupied housing units!!Occupied housing units!!MONTHLY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!Zero or negative income,S2503,FINANCIAL CHARACTERISTICS
2581,S2503_C02_046E,Estimate!!Percent occupied housing units!!Occupied housing units!!MONTHLY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!No cash rent,S2503,FINANCIAL CHARACTERISTICS
2582,S2503_C03_001E,Estimate!!Owner-occupied housing units!!Occupied housing units,S2503,FINANCIAL CHARACTERISTICS
2583,S2503_C03_002E,"Estimate!!Owner-occupied housing units!!Occupied housing units!!HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2020 INFLATION-ADJUSTED DOLLARS)!!Less than $5,000",S2503,FINANCIAL CHARACTERISTICS
2584,S2503_C03_003E,"Estimate!!Owner-occupied housing units!!Occupied housing units!!HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2020 INFLATION-ADJUSTED DOLLARS)!!$5,000 to $9,999",S2503,FINANCIAL CHARACTERISTICS
2585,S2503_C03_004E,"Estimate!!Owner-occupied housing units!!Occupied housing units!!HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2020 INFLATION-ADJUSTED DOLLARS)!!$10,000 to $14,999",S2503,FINANCIAL CHARACTERISTICS
2586,S2503_C03_005E,"Estimate!!Owner-occupied housing units!!Occupied housing units!!HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2020 INFLATION-ADJUSTED DOLLARS)!!$15,000 to $19,999",S2503,FINANCIAL CHARACTERISTICS
2587,S2503_C03_006E,"Estimate!!Owner-occupied housing units!!Occupied housing units!!HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2020 INFLATION-ADJUSTED DOLLARS)!!$20,000 to $24,999",S2503,FINANCIAL CHARACTERISTICS
2588,S2503_C03_007E,"Estimate!!Owner-occupied housing units!!Occupied housing units!!HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2020 INFLATION-ADJUSTED DOLLARS)!!$25,000 to $34,999",S2503,FINANCIAL CHARACTERISTICS
2589,S2503_C03_008E,"Estimate!!Owner-occupied housing units!!Occupied housing units!!HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2020 INFLATION-ADJUSTED DOLLARS)!!$35,000 to $49,999",S2503,FINANCIAL CHARACTERISTICS
2590,S2503_C03_009E,"Estimate!!Owner-occupied housing units!!Occupied housing units!!HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2020 INFLATION-ADJUSTED DOLLARS)!!$50,000 to $74,999",S2503,FINANCIAL CHARACTERISTICS
2591,S2503_C03_010E,"Estimate!!Owner-occupied housing units!!Occupied housing units!!HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2020 INFLATION-ADJUSTED DOLLARS)!!$75,000 to $99,999",S2503,FINANCIAL CHARACTERISTICS
2592,S2503_C03_011E,"Estimate!!Owner-occupied housing units!!Occupied housing units!!HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2020 INFLATION-ADJUSTED DOLLARS)!!$100,000 to $149,999",S2503,FINANCIAL CHARACTERISTICS
