,Data Month,FIPS,State,State Name,County Name,Oct22 ACP Total Households
30565,2022-10-01,21237,KY,KENTUCKY,WOLFE COUNTY,791
30566,2022-10-01,21239,KY,KENTUCKY,WOODFORD COUNTY,1079
30567,2022-10-01,21,KY,KENTUCKY,**NOT AVAILABLE**,131
30568,2022-10-01,22001,LA,LOUISIANA,ACADIA PARISH,5329
30569,2022-10-01,22003,LA,LOUISIANA,ALLEN PARISH,1563
30570,2022-10-01,22005,LA,LOUISIANA,ASCENSION PARISH,5388
30571,2022-10-01,22007,LA,LOUISIANA,ASSUMPTION PARISH,1783
30572,2022-10-01,22009,LA,LOUISIANA,AVOYELLES PARISH,3541
30573,2022-10-01,22011,LA,LOUISIANA,BEAUREGARD PARISH,1395
30574,2022-10-01,22013,LA,LOUISIANA,BIENVILLE PARISH,1150
30575,2022-10-01,22015,LA,LOUISIANA,BOSSIER PARISH,6132
30576,2022-10-01,22017,LA,LOUISIANA,CADDO PARISH,23060
30577,2022-10-01,22019,LA,LOUISIANA,CALCASIEU PARISH,9742
30578,2022-10-01,22021,LA,LOUISIANA,CALDWELL PARISH,546
30579,2022-10-01,22023,LA,LOUISIANA,CAMERON PARISH,154
30580,2022-10-01,22025,LA,LOUISIANA,CATAHOULA PARISH,733
30581,2022-10-01,22027,LA,LOUISIANA,CLAIBORNE PARISH,1516
30582,2022-10-01,22029,LA,LOUISIANA,CONCORDIA PARISH,1941
30583,2022-10-01,22031,LA,LOUISIANA,DE SOTO PARISH,1591
30584,2022-10-01,22033,LA,LOUISIANA,EAST BATON ROUGE PARISH,35177
30585,2022-10-01,22035,LA,LOUISIANA,EAST CARROLL PARISH,530
30586,2022-10-01,22037,LA,LOUISIANA,EAST FELICIANA PARISH,761
30587,2022-10-01,22039,LA,LOUISIANA,EVANGELINE PARISH,2265
30588,2022-10-01,22041,LA,LOUISIANA,FRANKLIN PARISH,1599
30589,2022-10-01,22043,LA,LOUISIANA,GRANT PARISH,1202
30590,2022-10-01,22045,LA,LOUISIANA,IBERIA PARISH,6586
30591,2022-10-01,22047,LA,LOUISIANA,IBERVILLE PARISH,2561
30592,2022-10-01,22049,LA,LOUISIANA,JACKSON PARISH,996
30593,2022-10-01,22051,LA,LOUISIANA,JEFFERSON PARISH,25960
30594,2022-10-01,22053,LA,LOUISIANA,JEFFERSON DAVIS PARISH,2679
30595,2022-10-01,22055,LA,LOUISIANA,LAFAYETTE PARISH,15555
30596,2022-10-01,22057,LA,LOUISIANA,LAFOURCHE PARISH,6919
30597,2022-10-01,22059,LA,LOUISIANA,LA SALLE PARISH,569
30598,2022-10-01,22061,LA,LOUISIANA,LINCOLN PARISH,2454
30599,2022-10-01,22063,LA,LOUISIANA,LIVINGSTON PARISH,7685
30600,2022-10-01,22065,LA,LOUISIANA,MADISON PARISH,1014
30601,2022-10-01,22067,LA,LOUISIANA,MOREHOUSE PARISH,2516
30602,2022-10-01,22069,LA,LOUISIANA,NATCHITOCHES PARISH,2502
30603,2022-10-01,22071,LA,LOUISIANA,ORLEANS PARISH,39869
30604,2022-10-01,22073,LA,LOUISIANA,OUACHITA PARISH,13413
30605,2022-10-01,22075,LA,LOUISIANA,PLAQUEMINES PARISH,715
30606,2022-10-01,22077,LA,LOUISIANA,POINTE COUPEE PARISH,1150
30607,2022-10-01,22079,LA,LOUISIANA,RAPIDES PARISH,8887
30608,2022-10-01,22081,LA,LOUISIANA,RED RIVER PARISH,511
30609,2022-10-01,22083,LA,LOUISIANA,RICHLAND PARISH,1544
30610,2022-10-01,22085,LA,LOUISIANA,SABINE PARISH,1393
30611,2022-10-01,22087,LA,LOUISIANA,ST. BERNARD PARISH,3815
30612,2022-10-01,22089,LA,LOUISIANA,ST. CHARLES PARISH,2295
30613,2022-10-01,22091,LA,LOUISIANA,ST. HELENA PARISH,897
30614,2022-10-01,22093,LA,LOUISIANA,ST. JAMES PARISH,1526
30615,2022-10-01,22095,LA,LOUISIANA,ST. JOHN THE BAPTIST PARISH,2616
30616,2022-10-01,22097,LA,LOUISIANA,ST. LANDRY PARISH,9712
30617,2022-10-01,22099,LA,LOUISIANA,ST. MARTIN PARISH,4188
30618,2022-10-01,22101,LA,LOUISIANA,ST. MARY PARISH,5310
30619,2022-10-01,22103,LA,LOUISIANA,ST. TAMMANY PARISH,13215
30620,2022-10-01,22105,LA,LOUISIANA,TANGIPAHOA PARISH,12752
30621,2022-10-01,22107,LA,LOUISIANA,TENSAS PARISH,513
30622,2022-10-01,22109,LA,LOUISIANA,TERREBONNE PARISH,10302
30623,2022-10-01,22111,LA,LOUISIANA,UNION PARISH,1272
30624,2022-10-01,22113,LA,LOUISIANA,VERMILION PARISH,4330
30625,2022-10-01,22115,LA,LOUISIANA,VERNON PARISH,1646
30626,2022-10-01,22117,LA,LOUISIANA,WASHINGTON PARISH,4015
30627,2022-10-01,22119,LA,LOUISIANA,WEBSTER PARISH,2982
30628,2022-10-01,22121,LA,LOUISIANA,WEST BATON ROUGE PARISH,1996
30629,2022-10-01,22123,LA,LOUISIANA,WEST CARROLL PARISH,493
30630,2022-10-01,22125,LA,LOUISIANA,WEST FELICIANA PARISH,282
30631,2022-10-01,22127,LA,LOUISIANA,WINN PARISH,874
30632,2022-10-01,22,LA,LOUISIANA,**NOT AVAILABLE**,220
30633,2022-10-01,23001,ME,MAINE,ANDROSCOGGIN COUNTY,7865
30634,2022-10-01,23003,ME,MAINE,AROOSTOOK COUNTY,4451
30635,2022-10-01,23005,ME,MAINE,CUMBERLAND COUNTY,9984
30636,2022-10-01,23007,ME,MAINE,FRANKLIN COUNTY,1010
30637,2022-10-01,23009,ME,MAINE,HANCOCK COUNTY,1751
30638,2022-10-01,23011,ME,MAINE,KENNEBEC COUNTY,7258
30639,2022-10-01,23013,ME,MAINE,KNOX COUNTY,1390
30640,2022-10-01,23015,ME,MAINE,LINCOLN COUNTY,1116
30641,2022-10-01,23017,ME,MAINE,OXFORD COUNTY,3402
30642,2022-10-01,23019,ME,MAINE,PENOBSCOT COUNTY,8067
30643,2022-10-01,23021,ME,MAINE,PISCATAQUIS COUNTY,772
30644,2022-10-01,23023,ME,MAINE,SAGADAHOC COUNTY,794
30645,2022-10-01,23025,ME,MAINE,SOMERSET COUNTY,2491
30646,2022-10-01,23027,ME,MAINE,WALDO COUNTY,1410
30647,2022-10-01,23029,ME,MAINE,WASHINGTON COUNTY,1606
30648,2022-10-01,23031,ME,MAINE,YORK COUNTY,6061
30649,2022-10-01,23,ME,MAINE,**NOT AVAILABLE**,6
30650,2022-10-01,24001,MD,MARYLAND,ALLEGANY COUNTY,2806
30651,2022-10-01,24003,MD,MARYLAND,ANNE ARUNDEL COUNTY,9621
30652,2022-10-01,24005,MD,MARYLAND,BALTIMORE COUNTY,26113
30653,2022-10-01,24009,MD,MARYLAND,CALVERT COUNTY,1443
30654,2022-10-01,24011,MD,MARYLAND,CAROLINE COUNTY,925
30655,2022-10-01,24013,MD,MARYLAND,CARROLL COUNTY,2285
30656,2022-10-01,24015,MD,MARYLAND,CECIL COUNTY,3192
30657,2022-10-01,24017,MD,MARYLAND,CHARLES COUNTY,3260
30658,2022-10-01,24019,MD,MARYLAND,DORCHESTER COUNTY,1663
30659,2022-10-01,24021,MD,MARYLAND,FREDERICK COUNTY,3901
30660,2022-10-01,24023,MD,MARYLAND,GARRETT COUNTY,797
30661,2022-10-01,24025,MD,MARYLAND,HARFORD COUNTY,5185
30662,2022-10-01,24027,MD,MARYLAND,HOWARD COUNTY,4077
30663,2022-10-01,24029,MD,MARYLAND,KENT COUNTY,412
30664,2022-10-01,24031,MD,MARYLAND,MONTGOMERY COUNTY,14543
30665,2022-10-01,24033,MD,MARYLAND,PRINCE GEORGE'S COUNTY,23552
30666,2022-10-01,24035,MD,MARYLAND,QUEEN ANNE'S COUNTY,570
30667,2022-10-01,24037,MD,MARYLAND,ST. MARY'S COUNTY,2151
30668,2022-10-01,24039,MD,MARYLAND,SOMERSET COUNTY,1550
30669,2022-10-01,24041,MD,MARYLAND,TALBOT COUNTY,574
30670,2022-10-01,24043,MD,MARYLAND,WASHINGTON COUNTY,5337
30671,2022-10-01,24045,MD,MARYLAND,WICOMICO COUNTY,4784
30672,2022-10-01,24047,MD,MARYLAND,WORCESTER COUNTY,1531
30673,2022-10-01,24510,MD,MARYLAND,BALTIMORE CITY,54970
30674,2022-10-01,24,MD,MARYLAND,**NOT AVAILABLE**,49
30675,2022-10-01,25001,MA,MASSACHUSETTS,BARNSTABLE COUNTY,4075
30676,2022-10-01,25003,MA,MASSACHUSETTS,BERKSHIRE COUNTY,8402
30677,2022-10-01,25005,MA,MASSACHUSETTS,BRISTOL COUNTY,23885
30678,2022-10-01,25007,MA,MASSACHUSETTS,DUKES COUNTY,128
30679,2022-10-01,25009,MA,MASSACHUSETTS,ESSEX COUNTY,24934
30680,2022-10-01,25011,MA,MASSACHUSETTS,FRANKLIN COUNTY,3114
30681,2022-10-01,25013,MA,MASSACHUSETTS,HAMPDEN COUNTY,34103
30682,2022-10-01,25015,MA,MASSACHUSETTS,HAMPSHIRE COUNTY,4499
30683,2022-10-01,25017,MA,MASSACHUSETTS,MIDDLESEX COUNTY,27860
30684,2022-10-01,25019,MA,MASSACHUSETTS,NANTUCKET COUNTY,40
30685,2022-10-01,25021,MA,MASSACHUSETTS,NORFOLK COUNTY,13640
30686,2022-10-01,25023,MA,MASSACHUSETTS,PLYMOUTH COUNTY,14219
30687,2022-10-01,25025,MA,MASSACHUSETTS,SUFFOLK COUNTY,36273
30688,2022-10-01,25027,MA,MASSACHUSETTS,WORCESTER COUNTY,41181
30689,2022-10-01,25,MA,MASSACHUSETTS,**NOT AVAILABLE**,29
30690,2022-10-01,26001,MI,MICHIGAN,ALCONA COUNTY,489
30691,2022-10-01,26003,MI,MICHIGAN,ALGER COUNTY,237
30692,2022-10-01,26005,MI,MICHIGAN,ALLEGAN COUNTY,4265
30693,2022-10-01,26007,MI,MICHIGAN,ALPENA COUNTY,2700
30694,2022-10-01,26009,MI,MICHIGAN,ANTRIM COUNTY,844
30695,2022-10-01,26011,MI,MICHIGAN,ARENAC COUNTY,834
30696,2022-10-01,26013,MI,MICHIGAN,BARAGA COUNTY,402
30697,2022-10-01,26015,MI,MICHIGAN,BARRY COUNTY,1386
30698,2022-10-01,26017,MI,MICHIGAN,BAY COUNTY,8920
30699,2022-10-01,26019,MI,MICHIGAN,BENZIE COUNTY,619
30700,2022-10-01,26021,MI,MICHIGAN,BERRIEN COUNTY,7616
30701,2022-10-01,26023,MI,MICHIGAN,BRANCH COUNTY,2424
30702,2022-10-01,26025,MI,MICHIGAN,CALHOUN COUNTY,7383
30703,2022-10-01,26027,MI,MICHIGAN,CASS COUNTY,1959
30704,2022-10-01,26029,MI,MICHIGAN,CHARLEVOIX COUNTY,1009
30705,2022-10-01,26031,MI,MICHIGAN,CHEBOYGAN COUNTY,1219
30706,2022-10-01,26033,MI,MICHIGAN,CHIPPEWA COUNTY,2197
30707,2022-10-01,26035,MI,MICHIGAN,CLARE COUNTY,3141
30708,2022-10-01,26037,MI,MICHIGAN,CLINTON COUNTY,1814
30709,2022-10-01,26039,MI,MICHIGAN,CRAWFORD COUNTY,1042
30710,2022-10-01,26041,MI,MICHIGAN,DELTA COUNTY,2439
30711,2022-10-01,26043,MI,MICHIGAN,DICKINSON COUNTY,1583
30712,2022-10-01,26045,MI,MICHIGAN,EATON COUNTY,3081
30713,2022-10-01,26047,MI,MICHIGAN,EMMET COUNTY,1210
30714,2022-10-01,26049,MI,MICHIGAN,GENESEE COUNTY,29014
30715,2022-10-01,26051,MI,MICHIGAN,GLADWIN COUNTY,1780
30716,2022-10-01,26053,MI,MICHIGAN,GOGEBIC COUNTY,1280
30717,2022-10-01,26055,MI,MICHIGAN,GRAND TRAVERSE COUNTY,3782
30718,2022-10-01,26057,MI,MICHIGAN,GRATIOT COUNTY,2312
30719,2022-10-01,26059,MI,MICHIGAN,HILLSDALE COUNTY,1653
30720,2022-10-01,26061,MI,MICHIGAN,HOUGHTON COUNTY,1893
30721,2022-10-01,26063,MI,MICHIGAN,HURON COUNTY,851
30722,2022-10-01,26065,MI,MICHIGAN,INGHAM COUNTY,12491
30723,2022-10-01,26067,MI,MICHIGAN,IONIA COUNTY,2947
30724,2022-10-01,26069,MI,MICHIGAN,IOSCO COUNTY,2364
30725,2022-10-01,26071,MI,MICHIGAN,IRON COUNTY,271
30726,2022-10-01,26073,MI,MICHIGAN,ISABELLA COUNTY,3555
30727,2022-10-01,26075,MI,MICHIGAN,JACKSON COUNTY,6446
30728,2022-10-01,26077,MI,MICHIGAN,KALAMAZOO COUNTY,17399
30729,2022-10-01,26079,MI,MICHIGAN,KALKASKA COUNTY,884
30730,2022-10-01,26081,MI,MICHIGAN,KENT COUNTY,23223
30731,2022-10-01,26083,MI,MICHIGAN,KEWEENAW COUNTY,82
30732,2022-10-01,26085,MI,MICHIGAN,LAKE COUNTY,731
30733,2022-10-01,26087,MI,MICHIGAN,LAPEER COUNTY,3566
30734,2022-10-01,26089,MI,MICHIGAN,LEELANAU COUNTY,473
30735,2022-10-01,26091,MI,MICHIGAN,LENAWEE COUNTY,2990
30736,2022-10-01,26093,MI,MICHIGAN,LIVINGSTON COUNTY,2724
30737,2022-10-01,26095,MI,MICHIGAN,LUCE COUNTY,305
30738,2022-10-01,26097,MI,MICHIGAN,MACKINAC COUNTY,347
30739,2022-10-01,26099,MI,MICHIGAN,MACOMB COUNTY,36354
30740,2022-10-01,26101,MI,MICHIGAN,MANISTEE COUNTY,1316
30741,2022-10-01,26103,MI,MICHIGAN,MARQUETTE COUNTY,3359
30742,2022-10-01,26105,MI,MICHIGAN,MASON COUNTY,1692
30743,2022-10-01,26107,MI,MICHIGAN,MECOSTA COUNTY,2315
30744,2022-10-01,26109,MI,MICHIGAN,MENOMINEE COUNTY,1262
30745,2022-10-01,26111,MI,MICHIGAN,MIDLAND COUNTY,4343
30746,2022-10-01,26113,MI,MICHIGAN,MISSAUKEE COUNTY,604
30747,2022-10-01,26115,MI,MICHIGAN,MONROE COUNTY,6044
30748,2022-10-01,26117,MI,MICHIGAN,MONTCALM COUNTY,3610
30749,2022-10-01,26119,MI,MICHIGAN,MONTMORENCY COUNTY,286
30750,2022-10-01,26121,MI,MICHIGAN,MUSKEGON COUNTY,10936
30751,2022-10-01,26123,MI,MICHIGAN,NEWAYGO COUNTY,2656
30752,2022-10-01,26125,MI,MICHIGAN,OAKLAND COUNTY,32452
30753,2022-10-01,26127,MI,MICHIGAN,OCEANA COUNTY,1365
30754,2022-10-01,26129,MI,MICHIGAN,OGEMAW COUNTY,1822
30755,2022-10-01,26131,MI,MICHIGAN,ONTONAGON COUNTY,275
30756,2022-10-01,26133,MI,MICHIGAN,OSCEOLA COUNTY,1184
30757,2022-10-01,26135,MI,MICHIGAN,OSCODA COUNTY,484
30758,2022-10-01,26137,MI,MICHIGAN,OTSEGO COUNTY,1406
30759,2022-10-01,26139,MI,MICHIGAN,OTTAWA COUNTY,7325
30760,2022-10-01,26141,MI,MICHIGAN,PRESQUE ISLE COUNTY,498
30761,2022-10-01,26143,MI,MICHIGAN,ROSCOMMON COUNTY,2537
30762,2022-10-01,26145,MI,MICHIGAN,SAGINAW COUNTY,20986
30763,2022-10-01,26147,MI,MICHIGAN,ST. CLAIR COUNTY,6316
30764,2022-10-01,26149,MI,MICHIGAN,ST. JOSEPH COUNTY,3138
30765,2022-10-01,26151,MI,MICHIGAN,SANILAC COUNTY,1202
30766,2022-10-01,26153,MI,MICHIGAN,SCHOOLCRAFT COUNTY,593
30767,2022-10-01,26155,MI,MICHIGAN,SHIAWASSEE COUNTY,3684
30768,2022-10-01,26157,MI,MICHIGAN,TUSCOLA COUNTY,2689
30769,2022-10-01,26159,MI,MICHIGAN,VAN BUREN COUNTY,3137
30770,2022-10-01,26161,MI,MICHIGAN,WASHTENAW COUNTY,9260
30771,2022-10-01,26163,MI,MICHIGAN,WAYNE COUNTY,154256
30772,2022-10-01,26165,MI,MICHIGAN,WEXFORD COUNTY,2279
30773,2022-10-01,26,MI,MICHIGAN,**NOT AVAILABLE**,83
30774,2022-10-01,27001,MN,MINNESOTA,AITKIN COUNTY,430
30775,2022-10-01,27003,MN,MINNESOTA,ANOKA COUNTY,7609
30776,2022-10-01,27005,MN,MINNESOTA,BECKER COUNTY,804
30777,2022-10-01,27007,MN,MINNESOTA,BELTRAMI COUNTY,1643
30778,2022-10-01,27009,MN,MINNESOTA,BENTON COUNTY,1911
30779,2022-10-01,27011,MN,MINNESOTA,BIG STONE COUNTY,75
30780,2022-10-01,27013,MN,MINNESOTA,BLUE EARTH COUNTY,2959
30781,2022-10-01,27015,MN,MINNESOTA,BROWN COUNTY,441
30782,2022-10-01,27017,MN,MINNESOTA,CARLTON COUNTY,793
30783,2022-10-01,27019,MN,MINNESOTA,CARVER COUNTY,973
30784,2022-10-01,27021,MN,MINNESOTA,CASS COUNTY,824
30785,2022-10-01,27023,MN,MINNESOTA,CHIPPEWA COUNTY,435
30786,2022-10-01,27025,MN,MINNESOTA,CHISAGO COUNTY,651
30787,2022-10-01,27027,MN,MINNESOTA,CLAY COUNTY,1556
30788,2022-10-01,27029,MN,MINNESOTA,CLEARWATER COUNTY,271
30789,2022-10-01,27031,MN,MINNESOTA,COOK COUNTY,96
30790,2022-10-01,27033,MN,MINNESOTA,COTTONWOOD COUNTY,186
30791,2022-10-01,27035,MN,MINNESOTA,CROW WING COUNTY,2844
30792,2022-10-01,27037,MN,MINNESOTA,DAKOTA COUNTY,8598
30793,2022-10-01,27039,MN,MINNESOTA,DODGE COUNTY,301
30794,2022-10-01,27041,MN,MINNESOTA,DOUGLAS COUNTY,1147
30795,2022-10-01,27043,MN,MINNESOTA,FARIBAULT COUNTY,384
30796,2022-10-01,27045,MN,MINNESOTA,FILLMORE COUNTY,246
30797,2022-10-01,27047,MN,MINNESOTA,FREEBORN COUNTY,1644
30798,2022-10-01,27049,MN,MINNESOTA,GOODHUE COUNTY,1115
30799,2022-10-01,27051,MN,MINNESOTA,GRANT COUNTY,76
30800,2022-10-01,27053,MN,MINNESOTA,HENNEPIN COUNTY,39068
30801,2022-10-01,27055,MN,MINNESOTA,HOUSTON COUNTY,244
30802,2022-10-01,27057,MN,MINNESOTA,HUBBARD COUNTY,619
30803,2022-10-01,27059,MN,MINNESOTA,ISANTI COUNTY,651
30804,2022-10-01,27061,MN,MINNESOTA,ITASCA COUNTY,977
30805,2022-10-01,27063,MN,MINNESOTA,JACKSON COUNTY,85
30806,2022-10-01,27065,MN,MINNESOTA,KANABEC COUNTY,405
30807,2022-10-01,27067,MN,MINNESOTA,KANDIYOHI COUNTY,1727
30808,2022-10-01,27069,MN,MINNESOTA,KITTSON COUNTY,39
30809,2022-10-01,27071,MN,MINNESOTA,KOOCHICHING COUNTY,237
30810,2022-10-01,27073,MN,MINNESOTA,LAC QUI PARLE COUNTY,69
30811,2022-10-01,27075,MN,MINNESOTA,LAKE COUNTY,149
30812,2022-10-01,27077,MN,MINNESOTA,LAKE OF THE WOODS COUNTY,26
30813,2022-10-01,27079,MN,MINNESOTA,LE SUEUR COUNTY,393
30814,2022-10-01,27081,MN,MINNESOTA,LINCOLN COUNTY,56
30815,2022-10-01,27083,MN,MINNESOTA,LYON COUNTY,1012
30816,2022-10-01,27085,MN,MINNESOTA,MCLEOD COUNTY,480
30817,2022-10-01,27087,MN,MINNESOTA,MAHNOMEN COUNTY,390
30818,2022-10-01,27089,MN,MINNESOTA,MARSHALL COUNTY,58
30819,2022-10-01,27091,MN,MINNESOTA,MARTIN COUNTY,443
30820,2022-10-01,27093,MN,MINNESOTA,MEEKER COUNTY,349
30821,2022-10-01,27095,MN,MINNESOTA,MILLE LACS COUNTY,582
30822,2022-10-01,27097,MN,MINNESOTA,MORRISON COUNTY,1034
30823,2022-10-01,27099,MN,MINNESOTA,MOWER COUNTY,2040
30824,2022-10-01,27101,MN,MINNESOTA,MURRAY COUNTY,111
30825,2022-10-01,27103,MN,MINNESOTA,NICOLLET COUNTY,854
30826,2022-10-01,27105,MN,MINNESOTA,NOBLES COUNTY,452
30827,2022-10-01,27107,MN,MINNESOTA,NORMAN COUNTY,132
30828,2022-10-01,27109,MN,MINNESOTA,OLMSTED COUNTY,5850
30829,2022-10-01,27111,MN,MINNESOTA,OTTER TAIL COUNTY,1313
30830,2022-10-01,27113,MN,MINNESOTA,PENNINGTON COUNTY,153
30831,2022-10-01,27115,MN,MINNESOTA,PINE COUNTY,648
30832,2022-10-01,27117,MN,MINNESOTA,PIPESTONE COUNTY,152
30833,2022-10-01,27119,MN,MINNESOTA,POLK COUNTY,755
30834,2022-10-01,27121,MN,MINNESOTA,POPE COUNTY,226
30835,2022-10-01,27123,MN,MINNESOTA,RAMSEY COUNTY,27859
30836,2022-10-01,27125,MN,MINNESOTA,RED LAKE COUNTY,69
30837,2022-10-01,27127,MN,MINNESOTA,REDWOOD COUNTY,242
30838,2022-10-01,27129,MN,MINNESOTA,RENVILLE COUNTY,179
30839,2022-10-01,27131,MN,MINNESOTA,RICE COUNTY,1767
30840,2022-10-01,27133,MN,MINNESOTA,ROCK COUNTY,131
30841,2022-10-01,27135,MN,MINNESOTA,ROSEAU COUNTY,98
30842,2022-10-01,27137,MN,MINNESOTA,ST. LOUIS COUNTY,8776
30843,2022-10-01,27139,MN,MINNESOTA,SCOTT COUNTY,1563
30844,2022-10-01,27141,MN,MINNESOTA,SHERBURNE COUNTY,1981
30845,2022-10-01,27143,MN,MINNESOTA,SIBLEY COUNTY,148
30846,2022-10-01,27145,MN,MINNESOTA,STEARNS COUNTY,5405
30847,2022-10-01,27147,MN,MINNESOTA,STEELE COUNTY,1169
30848,2022-10-01,27149,MN,MINNESOTA,STEVENS COUNTY,115
30849,2022-10-01,27151,MN,MINNESOTA,SWIFT COUNTY,297
30850,2022-10-01,27153,MN,MINNESOTA,TODD COUNTY,692
30851,2022-10-01,27155,MN,MINNESOTA,TRAVERSE COUNTY,60
30852,2022-10-01,27157,MN,MINNESOTA,WABASHA COUNTY,233
30853,2022-10-01,27159,MN,MINNESOTA,WADENA COUNTY,512
30854,2022-10-01,27161,MN,MINNESOTA,WASECA COUNTY,320
30855,2022-10-01,27163,MN,MINNESOTA,WASHINGTON COUNTY,3767
30856,2022-10-01,27165,MN,MINNESOTA,WATONWAN COUNTY,155
30857,2022-10-01,27167,MN,MINNESOTA,WILKIN COUNTY,102
30858,2022-10-01,27169,MN,MINNESOTA,WINONA COUNTY,1625
30859,2022-10-01,27171,MN,MINNESOTA,WRIGHT COUNTY,2553
30860,2022-10-01,27173,MN,MINNESOTA,YELLOW MEDICINE COUNTY,124
30861,2022-10-01,27,MN,MINNESOTA,**NOT AVAILABLE**,70
30862,2022-10-01,28001,MS,MISSISSIPPI,ADAMS COUNTY,2534
30863,2022-10-01,28003,MS,MISSISSIPPI,ALCORN COUNTY,1754
30864,2022-10-01,28005,MS,MISSISSIPPI,AMITE COUNTY,622
30865,2022-10-01,28007,MS,MISSISSIPPI,ATTALA COUNTY,1076
30866,2022-10-01,28009,MS,MISSISSIPPI,BENTON COUNTY,404
30867,2022-10-01,28011,MS,MISSISSIPPI,BOLIVAR COUNTY,2846
30868,2022-10-01,28013,MS,MISSISSIPPI,CALHOUN COUNTY,615
30869,2022-10-01,28015,MS,MISSISSIPPI,CARROLL COUNTY,365
30870,2022-10-01,28017,MS,MISSISSIPPI,CHICKASAW COUNTY,998
30871,2022-10-01,28019,MS,MISSISSIPPI,CHOCTAW COUNTY,397
30872,2022-10-01,28021,MS,MISSISSIPPI,CLAIBORNE COUNTY,815
30873,2022-10-01,28023,MS,MISSISSIPPI,CLARKE COUNTY,962
30874,2022-10-01,28025,MS,MISSISSIPPI,CLAY COUNTY,1503
30875,2022-10-01,28027,MS,MISSISSIPPI,COAHOMA COUNTY,2736
30876,2022-10-01,28029,MS,MISSISSIPPI,COPIAH COUNTY,2168
30877,2022-10-01,28031,MS,MISSISSIPPI,COVINGTON COUNTY,1160
30878,2022-10-01,28033,MS,MISSISSIPPI,DESOTO COUNTY,5158
30879,2022-10-01,28035,MS,MISSISSIPPI,FORREST COUNTY,5022
30880,2022-10-01,28037,MS,MISSISSIPPI,FRANKLIN COUNTY,646
30881,2022-10-01,28039,MS,MISSISSIPPI,GEORGE COUNTY,816
30882,2022-10-01,28041,MS,MISSISSIPPI,GREENE COUNTY,368
30883,2022-10-01,28043,MS,MISSISSIPPI,GRENADA COUNTY,1410
30884,2022-10-01,28045,MS,MISSISSIPPI,HANCOCK COUNTY,1692
30885,2022-10-01,28047,MS,MISSISSIPPI,HARRISON COUNTY,12098
30886,2022-10-01,28049,MS,MISSISSIPPI,HINDS COUNTY,18828
30887,2022-10-01,28051,MS,MISSISSIPPI,HOLMES COUNTY,1655
30888,2022-10-01,28053,MS,MISSISSIPPI,HUMPHREYS COUNTY,1368
30889,2022-10-01,28055,MS,MISSISSIPPI,ISSAQUENA COUNTY,65
30890,2022-10-01,28057,MS,MISSISSIPPI,ITAWAMBA COUNTY,652
30891,2022-10-01,28059,MS,MISSISSIPPI,JACKSON COUNTY,6507
30892,2022-10-01,28061,MS,MISSISSIPPI,JASPER COUNTY,807
30893,2022-10-01,28063,MS,MISSISSIPPI,JEFFERSON COUNTY,825
30894,2022-10-01,28065,MS,MISSISSIPPI,JEFFERSON DAVIS COUNTY,1036
30895,2022-10-01,28067,MS,MISSISSIPPI,JONES COUNTY,3265
30896,2022-10-01,28069,MS,MISSISSIPPI,KEMPER COUNTY,546
30897,2022-10-01,28071,MS,MISSISSIPPI,LAFAYETTE COUNTY,1248
30898,2022-10-01,28073,MS,MISSISSIPPI,LAMAR COUNTY,2073
30899,2022-10-01,28075,MS,MISSISSIPPI,LAUDERDALE COUNTY,4920
30900,2022-10-01,28077,MS,MISSISSIPPI,LAWRENCE COUNTY,729
30901,2022-10-01,28079,MS,MISSISSIPPI,LEAKE COUNTY,1046
30902,2022-10-01,28081,MS,MISSISSIPPI,LEE COUNTY,3954
30903,2022-10-01,28083,MS,MISSISSIPPI,LEFLORE COUNTY,2978
30904,2022-10-01,28085,MS,MISSISSIPPI,LINCOLN COUNTY,1793
30905,2022-10-01,28087,MS,MISSISSIPPI,LOWNDES COUNTY,3895
30906,2022-10-01,28089,MS,MISSISSIPPI,MADISON COUNTY,3297
30907,2022-10-01,28091,MS,MISSISSIPPI,MARION COUNTY,1524
30908,2022-10-01,28093,MS,MISSISSIPPI,MARSHALL COUNTY,1618
30909,2022-10-01,28095,MS,MISSISSIPPI,MONROE COUNTY,1839
30910,2022-10-01,28097,MS,MISSISSIPPI,MONTGOMERY COUNTY,714
30911,2022-10-01,28099,MS,MISSISSIPPI,NESHOBA COUNTY,1828
30912,2022-10-01,28101,MS,MISSISSIPPI,NEWTON COUNTY,834
30913,2022-10-01,28103,MS,MISSISSIPPI,NOXUBEE COUNTY,1057
30914,2022-10-01,28105,MS,MISSISSIPPI,OKTIBBEHA COUNTY,2338
30915,2022-10-01,28107,MS,MISSISSIPPI,PANOLA COUNTY,2140
30916,2022-10-01,28109,MS,MISSISSIPPI,PEARL RIVER COUNTY,3424
30917,2022-10-01,28111,MS,MISSISSIPPI,PERRY COUNTY,528
30918,2022-10-01,28113,MS,MISSISSIPPI,PIKE COUNTY,2764
30919,2022-10-01,28115,MS,MISSISSIPPI,PONTOTOC COUNTY,1182
30920,2022-10-01,28117,MS,MISSISSIPPI,PRENTISS COUNTY,1190
30921,2022-10-01,28119,MS,MISSISSIPPI,QUITMAN COUNTY,686
30922,2022-10-01,28121,MS,MISSISSIPPI,RANKIN COUNTY,3584
30923,2022-10-01,28123,MS,MISSISSIPPI,SCOTT COUNTY,1442
