"Column Name","Label"
"S2201_C05_018M","Margin of Error!!Households not receiving food stamps/SNAP!!Households!!No children under 18 years!!Other family:!!Male householder, no spouse present"
"S2201_C05_018MA","Annotation of Margin of Error!!Households not receiving food stamps/SNAP!!Households!!No children under 18 years!!Other family:!!Male householder, no spouse present"
"S2201_C05_018EA","Annotation of Estimate!!Households not receiving food stamps/SNAP!!Households!!No children under 18 years!!Other family:!!Male householder, no spouse present"
"S2201_C05_019E","Estimate!!Households not receiving food stamps/SNAP!!Households!!No children under 18 years!!Other family:!!Female householder, no spouse present"
"S2201_C05_019M","Margin of Error!!Households not receiving food stamps/SNAP!!Households!!No children under 18 years!!Other family:!!Female householder, no spouse present"
"S2201_C05_019MA","Annotation of Margin of Error!!Households not receiving food stamps/SNAP!!Households!!No children under 18 years!!Other family:!!Female householder, no spouse present"
"S2201_C05_019EA","Annotation of Estimate!!Households not receiving food stamps/SNAP!!Households!!No children under 18 years!!Other family:!!Female householder, no spouse present"
"S2201_C05_020E","Estimate!!Households not receiving food stamps/SNAP!!Households!!No children under 18 years!!Nonfamily households"
"S2201_C05_020M","Margin of Error!!Households not receiving food stamps/SNAP!!Households!!No children under 18 years!!Nonfamily households"
"S2201_C05_020MA","Annotation of Margin of Error!!Households not receiving food stamps/SNAP!!Households!!No children under 18 years!!Nonfamily households"
"S2201_C05_020EA","Annotation of Estimate!!Households not receiving food stamps/SNAP!!Households!!No children under 18 years!!Nonfamily households"
"S2201_C05_021E","Estimate!!Households not receiving food stamps/SNAP!!Households!!POVERTY STATUS IN THE PAST 12 MONTHS!!Below poverty level"
"S2201_C05_021M","Margin of Error!!Households not receiving food stamps/SNAP!!Households!!POVERTY STATUS IN THE PAST 12 MONTHS!!Below poverty level"
"S2201_C05_021MA","Annotation of Margin of Error!!Households not receiving food stamps/SNAP!!Households!!POVERTY STATUS IN THE PAST 12 MONTHS!!Below poverty level"
"S2201_C05_021EA","Annotation of Estimate!!Households not receiving food stamps/SNAP!!Households!!POVERTY STATUS IN THE PAST 12 MONTHS!!Below poverty level"
"S2201_C05_022E","Estimate!!Households not receiving food stamps/SNAP!!Households!!POVERTY STATUS IN THE PAST 12 MONTHS!!At or above  poverty level"
"S2201_C05_022M","Margin of Error!!Households not receiving food stamps/SNAP!!Households!!POVERTY STATUS IN THE PAST 12 MONTHS!!At or above  poverty level"
"S2201_C05_022MA","Annotation of Margin of Error!!Households not receiving food stamps/SNAP!!Households!!POVERTY STATUS IN THE PAST 12 MONTHS!!At or above  poverty level"
"S2201_C05_022EA","Annotation of Estimate!!Households not receiving food stamps/SNAP!!Households!!POVERTY STATUS IN THE PAST 12 MONTHS!!At or above  poverty level"
"S2201_C05_023E","Estimate!!Households not receiving food stamps/SNAP!!Households!!DISABILITY STATUS!!With one or more people with a disability"
"S2201_C05_023EA","Annotation of Estimate!!Households not receiving food stamps/SNAP!!Households!!DISABILITY STATUS!!With one or more people with a disability"
"S2201_C05_023M","Margin of Error!!Households not receiving food stamps/SNAP!!Households!!DISABILITY STATUS!!With one or more people with a disability"
"S2201_C05_023MA","Annotation of Margin of Error!!Households not receiving food stamps/SNAP!!Households!!DISABILITY STATUS!!With one or more people with a disability"
"S2201_C05_024E","Estimate!!Households not receiving food stamps/SNAP!!Households!!DISABILITY STATUS!!With no persons with a disability"
"S2201_C05_024M","Margin of Error!!Households not receiving food stamps/SNAP!!Households!!DISABILITY STATUS!!With no persons with a disability"
"S2201_C05_024MA","Annotation of Margin of Error!!Households not receiving food stamps/SNAP!!Households!!DISABILITY STATUS!!With no persons with a disability"
"S2201_C05_024EA","Annotation of Estimate!!Households not receiving food stamps/SNAP!!Households!!DISABILITY STATUS!!With no persons with a disability"
"S2201_C05_025E","Estimate!!Households not receiving food stamps/SNAP!!Households!!RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!White alone"
"S2201_C05_025M","Margin of Error!!Households not receiving food stamps/SNAP!!Households!!RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!White alone"
"S2201_C05_025MA","Annotation of Margin of Error!!Households not receiving food stamps/SNAP!!Households!!RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!White alone"
"S2201_C05_025EA","Annotation of Estimate!!Households not receiving food stamps/SNAP!!Households!!RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!White alone"
"S2201_C05_026E","Estimate!!Households not receiving food stamps/SNAP!!Households!!RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Black or African American alone"
"S2201_C05_026M","Margin of Error!!Households not receiving food stamps/SNAP!!Households!!RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Black or African American alone"
"S2201_C05_026MA","Annotation of Margin of Error!!Households not receiving food stamps/SNAP!!Households!!RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Black or African American alone"
"S2201_C05_026EA","Annotation of Estimate!!Households not receiving food stamps/SNAP!!Households!!RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Black or African American alone"
"S2201_C05_027E","Estimate!!Households not receiving food stamps/SNAP!!Households!!RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!American Indian and Alaska Native alone"
"S2201_C05_027M","Margin of Error!!Households not receiving food stamps/SNAP!!Households!!RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!American Indian and Alaska Native alone"
"S2201_C05_027MA","Annotation of Margin of Error!!Households not receiving food stamps/SNAP!!Households!!RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!American Indian and Alaska Native alone"
"S2201_C05_027EA","Annotation of Estimate!!Households not receiving food stamps/SNAP!!Households!!RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!American Indian and Alaska Native alone"
"S2201_C05_028E","Estimate!!Households not receiving food stamps/SNAP!!Households!!RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Asian alone"
"S2201_C05_028M","Margin of Error!!Households not receiving food stamps/SNAP!!Households!!RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Asian alone"
"S2201_C05_028MA","Annotation of Margin of Error!!Households not receiving food stamps/SNAP!!Households!!RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Asian alone"
"S2201_C05_028EA","Annotation of Estimate!!Households not receiving food stamps/SNAP!!Households!!RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Asian alone"
"S2201_C05_029E","Estimate!!Households not receiving food stamps/SNAP!!Households!!RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Native Hawaiian and Other Pacific Islander alone"
"S2201_C05_029M","Margin of Error!!Households not receiving food stamps/SNAP!!Households!!RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Native Hawaiian and Other Pacific Islander alone"
"S2201_C05_029MA","Annotation of Margin of Error!!Households not receiving food stamps/SNAP!!Households!!RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Native Hawaiian and Other Pacific Islander alone"
"S2201_C05_029EA","Annotation of Estimate!!Households not receiving food stamps/SNAP!!Households!!RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Native Hawaiian and Other Pacific Islander alone"
"S2201_C05_030E","Estimate!!Households not receiving food stamps/SNAP!!Households!!RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Some other race alone"
"S2201_C05_030M","Margin of Error!!Households not receiving food stamps/SNAP!!Households!!RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Some other race alone"
"S2201_C05_030MA","Annotation of Margin of Error!!Households not receiving food stamps/SNAP!!Households!!RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Some other race alone"
"S2201_C05_030EA","Annotation of Estimate!!Households not receiving food stamps/SNAP!!Households!!RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Some other race alone"
"S2201_C05_031E","Estimate!!Households not receiving food stamps/SNAP!!Households!!RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Two or more races"
"S2201_C05_031M","Margin of Error!!Households not receiving food stamps/SNAP!!Households!!RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Two or more races"
"S2201_C05_031MA","Annotation of Margin of Error!!Households not receiving food stamps/SNAP!!Households!!RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Two or more races"
"S2201_C05_031EA","Annotation of Estimate!!Households not receiving food stamps/SNAP!!Households!!RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Two or more races"
"S2201_C05_032E","Estimate!!Households not receiving food stamps/SNAP!!Households!!RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Hispanic or Latino origin (of any race)"
"S2201_C05_032M","Margin of Error!!Households not receiving food stamps/SNAP!!Households!!RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Hispanic or Latino origin (of any race)"
"S2201_C05_032MA","Annotation of Margin of Error!!Households not receiving food stamps/SNAP!!Households!!RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Hispanic or Latino origin (of any race)"
"S2201_C05_032EA","Annotation of Estimate!!Households not receiving food stamps/SNAP!!Households!!RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Hispanic or Latino origin (of any race)"
"S2201_C05_033E","Estimate!!Households not receiving food stamps/SNAP!!Households!!RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!White alone, not Hispanic or Latino"
"S2201_C05_033M","Margin of Error!!Households not receiving food stamps/SNAP!!Households!!RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!White alone, not Hispanic or Latino"
"S2201_C05_033MA","Annotation of Margin of Error!!Households not receiving food stamps/SNAP!!Households!!RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!White alone, not Hispanic or Latino"
"S2201_C05_033EA","Annotation of Estimate!!Households not receiving food stamps/SNAP!!Households!!RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!White alone, not Hispanic or Latino"
"S2201_C05_034E","Estimate!!Households not receiving food stamps/SNAP!!Households!!HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS)!!Median income (dollars)"
"S2201_C05_034EA","Annotation of Estimate!!Households not receiving food stamps/SNAP!!Households!!HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS)!!Median income (dollars)"
"S2201_C05_034M","Margin of Error!!Households not receiving food stamps/SNAP!!Households!!HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS)!!Median income (dollars)"
"S2201_C05_034MA","Annotation of Margin of Error!!Households not receiving food stamps/SNAP!!Households!!HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS)!!Median income (dollars)"
"S2201_C05_035E","Estimate!!Households not receiving food stamps/SNAP!!WORK STATUS!!Families"
"S2201_C05_035M","Margin of Error!!Households not receiving food stamps/SNAP!!WORK STATUS!!Families"
"S2201_C05_035MA","Annotation of Margin of Error!!Households not receiving food stamps/SNAP!!WORK STATUS!!Families"
"S2201_C05_035EA","Annotation of Estimate!!Households not receiving food stamps/SNAP!!WORK STATUS!!Families"
"S2201_C05_036E","Estimate!!Households not receiving food stamps/SNAP!!WORK STATUS!!Families!!No workers in past 12 months"
"S2201_C05_036EA","Annotation of Estimate!!Households not receiving food stamps/SNAP!!WORK STATUS!!Families!!No workers in past 12 months"
"S2201_C05_036M","Margin of Error!!Households not receiving food stamps/SNAP!!WORK STATUS!!Families!!No workers in past 12 months"
"S2201_C05_036MA","Annotation of Margin of Error!!Households not receiving food stamps/SNAP!!WORK STATUS!!Families!!No workers in past 12 months"
"S2201_C05_037E","Estimate!!Households not receiving food stamps/SNAP!!WORK STATUS!!Families!!1 worker in past 12 months"
"S2201_C05_037M","Margin of Error!!Households not receiving food stamps/SNAP!!WORK STATUS!!Families!!1 worker in past 12 months"
"S2201_C05_037MA","Annotation of Margin of Error!!Households not receiving food stamps/SNAP!!WORK STATUS!!Families!!1 worker in past 12 months"
"S2201_C05_037EA","Annotation of Estimate!!Households not receiving food stamps/SNAP!!WORK STATUS!!Families!!1 worker in past 12 months"
"S2201_C05_038E","Estimate!!Households not receiving food stamps/SNAP!!WORK STATUS!!Families!!2 or more workers in past 12 months"
"S2201_C05_038M","Margin of Error!!Households not receiving food stamps/SNAP!!WORK STATUS!!Families!!2 or more workers in past 12 months"
"S2201_C05_038MA","Annotation of Margin of Error!!Households not receiving food stamps/SNAP!!WORK STATUS!!Families!!2 or more workers in past 12 months"
"S2201_C05_038EA","Annotation of Estimate!!Households not receiving food stamps/SNAP!!WORK STATUS!!Families!!2 or more workers in past 12 months"
"S2201_C06_001E","Estimate!!Percent households not receiving food stamps/SNAP!!Households"
"S2201_C06_001EA","Annotation of Estimate!!Percent households not receiving food stamps/SNAP!!Households"
"S2201_C06_001M","Margin of Error!!Percent households not receiving food stamps/SNAP!!Households"
"S2201_C06_001MA","Annotation of Margin of Error!!Percent households not receiving food stamps/SNAP!!Households"
"S2201_C06_002E","Estimate!!Percent households not receiving food stamps/SNAP!!Households!!With one or more people in the household 60 years and over"
"S2201_C06_002M","Margin of Error!!Percent households not receiving food stamps/SNAP!!Households!!With one or more people in the household 60 years and over"
"S2201_C06_002MA","Annotation of Margin of Error!!Percent households not receiving food stamps/SNAP!!Households!!With one or more people in the household 60 years and over"
"S2201_C06_002EA","Annotation of Estimate!!Percent households not receiving food stamps/SNAP!!Households!!With one or more people in the household 60 years and over"
"S2201_C06_003E","Estimate!!Percent households not receiving food stamps/SNAP!!Households!!No people in the household 60 years and over"
"S2201_C06_003M","Margin of Error!!Percent households not receiving food stamps/SNAP!!Households!!No people in the household 60 years and over"
"S2201_C06_003MA","Annotation of Margin of Error!!Percent households not receiving food stamps/SNAP!!Households!!No people in the household 60 years and over"
"S2201_C06_003EA","Annotation of Estimate!!Percent households not receiving food stamps/SNAP!!Households!!No people in the household 60 years and over"
"S2201_C06_004E","Estimate!!Percent households not receiving food stamps/SNAP!!Households!!Married-couple family"
"S2201_C06_004M","Margin of Error!!Percent households not receiving food stamps/SNAP!!Households!!Married-couple family"
"S2201_C06_004MA","Annotation of Margin of Error!!Percent households not receiving food stamps/SNAP!!Households!!Married-couple family"
"S2201_C06_004EA","Annotation of Estimate!!Percent households not receiving food stamps/SNAP!!Households!!Married-couple family"
"S2201_C06_005E","Estimate!!Percent households not receiving food stamps/SNAP!!Households!!Other family:"
"S2201_C06_005M","Margin of Error!!Percent households not receiving food stamps/SNAP!!Households!!Other family:"
"S2201_C06_005MA","Annotation of Margin of Error!!Percent households not receiving food stamps/SNAP!!Households!!Other family:"
"S2201_C06_005EA","Annotation of Estimate!!Percent households not receiving food stamps/SNAP!!Households!!Other family:"
"S2201_C06_006E","Estimate!!Percent households not receiving food stamps/SNAP!!Households!!Other family:!!Male householder, no spouse present"
"S2201_C06_006M","Margin of Error!!Percent households not receiving food stamps/SNAP!!Households!!Other family:!!Male householder, no spouse present"
"S2201_C06_006MA","Annotation of Margin of Error!!Percent households not receiving food stamps/SNAP!!Households!!Other family:!!Male householder, no spouse present"
"S2201_C06_006EA","Annotation of Estimate!!Percent households not receiving food stamps/SNAP!!Households!!Other family:!!Male householder, no spouse present"
"S2201_C06_007E","Estimate!!Percent households not receiving food stamps/SNAP!!Households!!Other family:!!Female householder, no spouse present"
"S2201_C06_007M","Margin of Error!!Percent households not receiving food stamps/SNAP!!Households!!Other family:!!Female householder, no spouse present"
"S2201_C06_007MA","Annotation of Margin of Error!!Percent households not receiving food stamps/SNAP!!Households!!Other family:!!Female householder, no spouse present"
"S2201_C06_007EA","Annotation of Estimate!!Percent households not receiving food stamps/SNAP!!Households!!Other family:!!Female householder, no spouse present"
"S2201_C06_008E","Estimate!!Percent households not receiving food stamps/SNAP!!Households!!Nonfamily households"
"S2201_C06_008M","Margin of Error!!Percent households not receiving food stamps/SNAP!!Households!!Nonfamily households"
"S2201_C06_008MA","Annotation of Margin of Error!!Percent households not receiving food stamps/SNAP!!Households!!Nonfamily households"
"S2201_C06_008EA","Annotation of Estimate!!Percent households not receiving food stamps/SNAP!!Households!!Nonfamily households"
"S2201_C06_009E","Estimate!!Percent households not receiving food stamps/SNAP!!Households!!With children under 18 years"
"S2201_C06_009M","Margin of Error!!Percent households not receiving food stamps/SNAP!!Households!!With children under 18 years"
"S2201_C06_009MA","Annotation of Margin of Error!!Percent households not receiving food stamps/SNAP!!Households!!With children under 18 years"
"S2201_C06_009EA","Annotation of Estimate!!Percent households not receiving food stamps/SNAP!!Households!!With children under 18 years"
"S2201_C06_010E","Estimate!!Percent households not receiving food stamps/SNAP!!Households!!With children under 18 years!!Married-couple family"
"S2201_C06_010EA","Annotation of Estimate!!Percent households not receiving food stamps/SNAP!!Households!!With children under 18 years!!Married-couple family"
"S2201_C06_010M","Margin of Error!!Percent households not receiving food stamps/SNAP!!Households!!With children under 18 years!!Married-couple family"
"S2201_C06_010MA","Annotation of Margin of Error!!Percent households not receiving food stamps/SNAP!!Households!!With children under 18 years!!Married-couple family"
"S2201_C06_011E","Estimate!!Percent households not receiving food stamps/SNAP!!Households!!With children under 18 years!!Other family:"
"S2201_C06_011M","Margin of Error!!Percent households not receiving food stamps/SNAP!!Households!!With children under 18 years!!Other family:"
"S2201_C06_011MA","Annotation of Margin of Error!!Percent households not receiving food stamps/SNAP!!Households!!With children under 18 years!!Other family:"
"S2201_C06_011EA","Annotation of Estimate!!Percent households not receiving food stamps/SNAP!!Households!!With children under 18 years!!Other family:"
"S2201_C06_012E","Estimate!!Percent households not receiving food stamps/SNAP!!Households!!With children under 18 years!!Other family:!!Male householder, no spouse present"
"S2201_C06_012EA","Annotation of Estimate!!Percent households not receiving food stamps/SNAP!!Households!!With children under 18 years!!Other family:!!Male householder, no spouse present"
"S2201_C06_012M","Margin of Error!!Percent households not receiving food stamps/SNAP!!Households!!With children under 18 years!!Other family:!!Male householder, no spouse present"
"S2201_C06_012MA","Annotation of Margin of Error!!Percent households not receiving food stamps/SNAP!!Households!!With children under 18 years!!Other family:!!Male householder, no spouse present"
"S2201_C06_013E","Estimate!!Percent households not receiving food stamps/SNAP!!Households!!With children under 18 years!!Other family:!!Female householder, no spouse present"
"S2201_C06_013M","Margin of Error!!Percent households not receiving food stamps/SNAP!!Households!!With children under 18 years!!Other family:!!Female householder, no spouse present"
"S2201_C06_013MA","Annotation of Margin of Error!!Percent households not receiving food stamps/SNAP!!Households!!With children under 18 years!!Other family:!!Female householder, no spouse present"
"S2201_C06_013EA","Annotation of Estimate!!Percent households not receiving food stamps/SNAP!!Households!!With children under 18 years!!Other family:!!Female householder, no spouse present"
"S2201_C06_014E","Estimate!!Percent households not receiving food stamps/SNAP!!Households!!With children under 18 years!!Nonfamily households"
"S2201_C06_014M","Margin of Error!!Percent households not receiving food stamps/SNAP!!Households!!With children under 18 years!!Nonfamily households"
"S2201_C06_014MA","Annotation of Margin of Error!!Percent households not receiving food stamps/SNAP!!Households!!With children under 18 years!!Nonfamily households"
"S2201_C06_014EA","Annotation of Estimate!!Percent households not receiving food stamps/SNAP!!Households!!With children under 18 years!!Nonfamily households"
"S2201_C06_015E","Estimate!!Percent households not receiving food stamps/SNAP!!Households!!No children under 18 years"
"S2201_C06_015M","Margin of Error!!Percent households not receiving food stamps/SNAP!!Households!!No children under 18 years"
"S2201_C06_015MA","Annotation of Margin of Error!!Percent households not receiving food stamps/SNAP!!Households!!No children under 18 years"
"S2201_C06_015EA","Annotation of Estimate!!Percent households not receiving food stamps/SNAP!!Households!!No children under 18 years"
"S2201_C06_016E","Estimate!!Percent households not receiving food stamps/SNAP!!Households!!No children under 18 years!!Married-couple family"
"S2201_C06_016EA","Annotation of Estimate!!Percent households not receiving food stamps/SNAP!!Households!!No children under 18 years!!Married-couple family"
"S2201_C06_016M","Margin of Error!!Percent households not receiving food stamps/SNAP!!Households!!No children under 18 years!!Married-couple family"
"S2201_C06_016MA","Annotation of Margin of Error!!Percent households not receiving food stamps/SNAP!!Households!!No children under 18 years!!Married-couple family"
"S2201_C06_017E","Estimate!!Percent households not receiving food stamps/SNAP!!Households!!No children under 18 years!!Other family:"
"S2201_C06_017M","Margin of Error!!Percent households not receiving food stamps/SNAP!!Households!!No children under 18 years!!Other family:"
"S2201_C06_017MA","Annotation of Margin of Error!!Percent households not receiving food stamps/SNAP!!Households!!No children under 18 years!!Other family:"
"S2201_C06_017EA","Annotation of Estimate!!Percent households not receiving food stamps/SNAP!!Households!!No children under 18 years!!Other family:"
"S2201_C06_018E","Estimate!!Percent households not receiving food stamps/SNAP!!Households!!No children under 18 years!!Other family:!!Male householder, no spouse present"
"S2201_C06_018M","Margin of Error!!Percent households not receiving food stamps/SNAP!!Households!!No children under 18 years!!Other family:!!Male householder, no spouse present"
"S2201_C06_018MA","Annotation of Margin of Error!!Percent households not receiving food stamps/SNAP!!Households!!No children under 18 years!!Other family:!!Male householder, no spouse present"
"S2201_C06_018EA","Annotation of Estimate!!Percent households not receiving food stamps/SNAP!!Households!!No children under 18 years!!Other family:!!Male householder, no spouse present"
"S2201_C06_019E","Estimate!!Percent households not receiving food stamps/SNAP!!Households!!No children under 18 years!!Other family:!!Female householder, no spouse present"
"S2201_C06_019M","Margin of Error!!Percent households not receiving food stamps/SNAP!!Households!!No children under 18 years!!Other family:!!Female householder, no spouse present"
"S2201_C06_019MA","Annotation of Margin of Error!!Percent households not receiving food stamps/SNAP!!Households!!No children under 18 years!!Other family:!!Female householder, no spouse present"
"S2201_C06_019EA","Annotation of Estimate!!Percent households not receiving food stamps/SNAP!!Households!!No children under 18 years!!Other family:!!Female householder, no spouse present"
"S2201_C06_020E","Estimate!!Percent households not receiving food stamps/SNAP!!Households!!No children under 18 years!!Nonfamily households"
"S2201_C06_020M","Margin of Error!!Percent households not receiving food stamps/SNAP!!Households!!No children under 18 years!!Nonfamily households"
"S2201_C06_020MA","Annotation of Margin of Error!!Percent households not receiving food stamps/SNAP!!Households!!No children under 18 years!!Nonfamily households"
"S2201_C06_020EA","Annotation of Estimate!!Percent households not receiving food stamps/SNAP!!Households!!No children under 18 years!!Nonfamily households"
"S2201_C06_021E","Estimate!!Percent households not receiving food stamps/SNAP!!Households!!POVERTY STATUS IN THE PAST 12 MONTHS!!Below poverty level"
"S2201_C06_021M","Margin of Error!!Percent households not receiving food stamps/SNAP!!Households!!POVERTY STATUS IN THE PAST 12 MONTHS!!Below poverty level"
"S2201_C06_021MA","Annotation of Margin of Error!!Percent households not receiving food stamps/SNAP!!Households!!POVERTY STATUS IN THE PAST 12 MONTHS!!Below poverty level"
"S2201_C06_021EA","Annotation of Estimate!!Percent households not receiving food stamps/SNAP!!Households!!POVERTY STATUS IN THE PAST 12 MONTHS!!Below poverty level"
"S2201_C06_022E","Estimate!!Percent households not receiving food stamps/SNAP!!Households!!POVERTY STATUS IN THE PAST 12 MONTHS!!At or above  poverty level"
"S2201_C06_022M","Margin of Error!!Percent households not receiving food stamps/SNAP!!Households!!POVERTY STATUS IN THE PAST 12 MONTHS!!At or above  poverty level"
"S2201_C06_022MA","Annotation of Margin of Error!!Percent households not receiving food stamps/SNAP!!Households!!POVERTY STATUS IN THE PAST 12 MONTHS!!At or above  poverty level"
"S2201_C06_022EA","Annotation of Estimate!!Percent households not receiving food stamps/SNAP!!Households!!POVERTY STATUS IN THE PAST 12 MONTHS!!At or above  poverty level"
"S2201_C06_023E","Estimate!!Percent households not receiving food stamps/SNAP!!Households!!DISABILITY STATUS!!With one or more people with a disability"
"S2201_C06_023EA","Annotation of Estimate!!Percent households not receiving food stamps/SNAP!!Households!!DISABILITY STATUS!!With one or more people with a disability"
"S2201_C06_023M","Margin of Error!!Percent households not receiving food stamps/SNAP!!Households!!DISABILITY STATUS!!With one or more people with a disability"
"S2201_C06_023MA","Annotation of Margin of Error!!Percent households not receiving food stamps/SNAP!!Households!!DISABILITY STATUS!!With one or more people with a disability"
"S2201_C06_024E","Estimate!!Percent households not receiving food stamps/SNAP!!Households!!DISABILITY STATUS!!With no persons with a disability"
"S2201_C06_024M","Margin of Error!!Percent households not receiving food stamps/SNAP!!Households!!DISABILITY STATUS!!With no persons with a disability"
"S2201_C06_024MA","Annotation of Margin of Error!!Percent households not receiving food stamps/SNAP!!Households!!DISABILITY STATUS!!With no persons with a disability"
"S2201_C06_024EA","Annotation of Estimate!!Percent households not receiving food stamps/SNAP!!Households!!DISABILITY STATUS!!With no persons with a disability"
"S2201_C06_025E","Estimate!!Percent households not receiving food stamps/SNAP!!Households!!RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!White alone"
"S2201_C06_025M","Margin of Error!!Percent households not receiving food stamps/SNAP!!Households!!RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!White alone"
"S2201_C06_025MA","Annotation of Margin of Error!!Percent households not receiving food stamps/SNAP!!Households!!RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!White alone"
"S2201_C06_025EA","Annotation of Estimate!!Percent households not receiving food stamps/SNAP!!Households!!RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!White alone"
"S2201_C06_026E","Estimate!!Percent households not receiving food stamps/SNAP!!Households!!RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Black or African American alone"
"S2201_C06_026M","Margin of Error!!Percent households not receiving food stamps/SNAP!!Households!!RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Black or African American alone"
"S2201_C06_026MA","Annotation of Margin of Error!!Percent households not receiving food stamps/SNAP!!Households!!RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Black or African American alone"
"S2201_C06_026EA","Annotation of Estimate!!Percent households not receiving food stamps/SNAP!!Households!!RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Black or African American alone"
"S2201_C06_027E","Estimate!!Percent households not receiving food stamps/SNAP!!Households!!RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!American Indian and Alaska Native alone"
"S2201_C06_027M","Margin of Error!!Percent households not receiving food stamps/SNAP!!Households!!RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!American Indian and Alaska Native alone"
"S2201_C06_027MA","Annotation of Margin of Error!!Percent households not receiving food stamps/SNAP!!Households!!RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!American Indian and Alaska Native alone"
"S2201_C06_027EA","Annotation of Estimate!!Percent households not receiving food stamps/SNAP!!Households!!RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!American Indian and Alaska Native alone"
"S2201_C06_028E","Estimate!!Percent households not receiving food stamps/SNAP!!Households!!RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Asian alone"
"S2201_C06_028M","Margin of Error!!Percent households not receiving food stamps/SNAP!!Households!!RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Asian alone"
"S2201_C06_028MA","Annotation of Margin of Error!!Percent households not receiving food stamps/SNAP!!Households!!RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Asian alone"
"S2201_C06_028EA","Annotation of Estimate!!Percent households not receiving food stamps/SNAP!!Households!!RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Asian alone"
