"Age Category","Income Category","Race Category","Sex Category","Year","ID","Name","Demographic Group: Number","Demographic Group: MOE","Uninsured: Number","Uninsured: MOE","Uninsured: %","Uninsured: %MOE","Insured: Number","Insured: MOE","Insured: %","Insured: %MOE"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","48433","Stonewall County, TX","988","0","224","27","22.7","2.7","764","27","77.3","2.7"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","48435","Sutton County, TX","2,979","0","729","77","24.5","2.6","2,250","77","75.5","2.6"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","48437","Swisher County, TX","5,317","0","1,543","154","29.0","2.9","3,774","154","71.0","2.9"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","48439","Tarrant County, TX","1,838,977","0","362,639","15,154","19.7","0.8","1,476,338","15,154","80.3","0.8"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","48441","Taylor County, TX","114,614","0","19,311","1,787","16.8","1.6","95,303","1,787","83.2","1.6"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","48443","Terrell County, TX","464","0","106","13","22.8","2.8","358","13","77.2","2.8"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","48445","Terry County, TX","9,219","0","2,432","241","26.4","2.6","6,787","241","73.6","2.6"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","48447","Throckmorton County, TX","1,071","0","242","30","22.6","2.8","829","30","77.4","2.8"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","48449","Titus County, TX","27,281","0","7,043","645","25.8","2.4","20,238","645","74.2","2.4"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","48451","Tom Green County, TX","96,157","0","16,798","1,650","17.5","1.7","79,359","1,650","82.5","1.7"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","48453","Travis County, TX","1,150,491","0","158,369","9,852","13.8","0.9","992,122","9,852","86.2","0.9"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","48455","Trinity County, TX","10,640","0","2,040","231","19.2","2.2","8,600","231","80.8","2.2"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","48457","Tyler County, TX","14,742","0","2,950","326","20.0","2.2","11,792","326","80.0","2.2"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","48459","Upshur County, TX","33,653","0","6,185","644","18.4","1.9","27,468","644","81.6","1.9"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","48461","Upton County, TX","3,019","0","682","72","22.6","2.4","2,337","72","77.4","2.4"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","48463","Uvalde County, TX","21,577","0","5,375","537","24.9","2.5","16,202","537","75.1","2.5"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","48465","Val Verde County, TX","39,884","0","9,903","932","24.8","2.3","29,981","932","75.2","2.3"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","48467","Van Zandt County, TX","45,156","0","9,209","917","20.4","2.0","35,947","917","79.6","2.0"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","48469","Victoria County, TX","74,535","0","15,370","1,412","20.6","1.9","59,165","1,412","79.4","1.9"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","48471","Walker County, TX","45,393","0","7,972","1,040","17.6","2.3","37,421","1,040","82.4","2.3"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","48473","Waller County, TX","45,470","0","11,149","1,038","24.5","2.3","34,321","1,038","75.5","2.3"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","48475","Ward County, TX","10,330","0","2,393","249","23.2","2.4","7,937","249","76.8","2.4"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","48477","Washington County, TX","25,497","0","4,762","504","18.7","2.0","20,735","504","81.3","2.0"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","48479","Webb County, TX","242,123","0","76,921","4,365","31.8","1.8","165,202","4,365","68.2","1.8"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","48481","Wharton County, TX","33,521","0","8,200","773","24.5","2.3","25,321","773","75.5","2.3"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","48483","Wheeler County, TX","3,898","0","1,063","107","27.3","2.7","2,835","107","72.7","2.7"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","48485","Wichita County, TX","100,415","0","18,633","1,764","18.6","1.8","81,782","1,764","81.4","1.8"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","48487","Wilbarger County, TX","9,898","0","2,297","257","23.2","2.6","7,601","257","76.8","2.6"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","48489","Willacy County, TX","14,516","0","3,494","343","24.1","2.4","11,022","343","75.9","2.4"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","48491","Williamson County, TX","540,255","0","67,052","5,226","12.4","1.0","473,203","5,226","87.6","1.0"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","48493","Wilson County, TX","43,176","0","7,228","733","16.7","1.7","35,948","733","83.3","1.7"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","48495","Winkler County, TX","6,814","0","1,551","165","22.8","2.4","5,263","165","77.2","2.4"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","48497","Wise County, TX","59,283","0","12,674","1,117","21.4","1.9","46,609","1,117","78.6","1.9"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","48499","Wood County, TX","31,831","0","6,998","691","22.0","2.2","24,833","691","78.0","2.2"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","48501","Yoakum County, TX","7,595","0","2,359","222","31.1","2.9","5,236","222","68.9","2.9"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","48503","Young County, TX","13,961","0","3,012","321","21.6","2.3","10,949","321","78.4","2.3"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","48505","Zapata County, TX","11,930","0","3,504","317","29.4","2.7","8,426","317","70.6","2.7"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","48507","Zavala County, TX","9,457","0","2,187","239","23.1","2.5","7,270","239","76.9","2.5"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","49000","Utah","2,832,055","0","275,403","11,667","9.7","0.4","2,556,652","11,667","90.3","0.4"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","49001","Beaver County, UT","5,654","0","789","114","14.0","2.0","4,865","114","86.0","2.0"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","49003","Box Elder County, UT","48,934","0","4,800","614","9.8","1.3","44,134","614","90.2","1.3"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","49005","Cache County, UT","112,329","0","10,747","1,194","9.6","1.1","101,582","1,194","90.4","1.1"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","49007","Carbon County, UT","16,290","0","1,489","208","9.1","1.3","14,801","208","90.9","1.3"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","49009","Daggett County, UT","750","0","99","16","13.2","2.1","651","16","86.8","2.1"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","49011","Davis County, UT","320,754","0","22,209","2,265","6.9","0.7","298,545","2,265","93.1","0.7"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","49013","Duchesne County, UT","17,051","0","2,406","273","14.1","1.6","14,645","273","85.9","1.6"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","49015","Emery County, UT","8,198","0","852","121","10.4","1.5","7,346","121","89.6","1.5"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","49017","Garfield County, UT","3,630","0","528","76","14.5","2.1","3,102","76","85.5","2.1"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","49019","Grand County, UT","7,790","0","1,155","156","14.8","2.0","6,635","156","85.2","2.0"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","49021","Iron County, UT","47,490","0","5,941","771","12.5","1.6","41,549","771","87.5","1.6"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","49023","Juab County, UT","10,487","0","1,220","179","11.6","1.7","9,267","179","88.4","1.7"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","49025","Kane County, UT","5,736","0","632","93","11.0","1.6","5,104","93","89.0","1.6"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","49027","Millard County, UT","10,714","0","1,508","198","14.1","1.8","9,206","198","85.9","1.8"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","49029","Morgan County, UT","11,022","0","754","118","6.8","1.1","10,268","118","93.2","1.1"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","49031","Piute County, UT","990","0","112","17","11.3","1.7","878","17","88.7","1.7"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","49033","Rich County, UT","1,942","0","267","40","13.7","2.1","1,675","40","86.3","2.1"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","49035","Salt Lake County, UT","1,023,687","0","102,128","5,601","10.0","0.5","921,559","5,601","90.0","0.5"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","49037","San Juan County, UT","12,985","0","2,080","242","16.0","1.9","10,905","242","84.0","1.9"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","49039","Sanpete County, UT","23,868","0","3,154","399","13.2","1.7","20,714","399","86.8","1.7"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","49041","Sevier County, UT","17,656","0","1,957","258","11.1","1.5","15,699","258","88.9","1.5"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","49043","Summit County, UT","36,836","0","3,158","408","8.6","1.1","33,678","408","91.4","1.1"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","49045","Tooele County, UT","67,028","0","7,787","993","11.6","1.5","59,241","993","88.4","1.5"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","49047","Uintah County, UT","31,370","0","5,205","602","16.6","1.9","26,165","602","83.4","1.9"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","49049","Utah County, UT","588,370","0","49,388","3,768","8.4","0.6","538,982","3,768","91.6","0.6"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","49051","Wasatch County, UT","30,694","0","3,054","435","9.9","1.4","27,640","435","90.1","1.4"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","49053","Washington County, UT","140,363","0","18,011","1,938","12.8","1.4","122,352","1,938","87.2","1.4"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","49055","Wayne County, UT","2,093","0","317","46","15.1","2.2","1,776","46","84.9","2.2"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","49057","Weber County, UT","227,344","0","23,656","2,274","10.4","1.0","203,688","2,274","89.6","1.0"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","50000","Vermont","473,923","0","23,358","2,709","4.9","0.6","450,565","2,709","95.1","0.6"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","50001","Addison County, VT","26,342","0","1,519","233","5.8","0.9","24,823","233","94.2","0.9"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","50003","Bennington County, VT","25,691","0","1,304","207","5.1","0.8","24,387","207","94.9","0.8"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","50005","Caledonia County, VT","21,981","0","1,111","178","5.1","0.8","20,870","178","94.9","0.8"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","50007","Chittenden County, VT","130,540","0","5,680","682","4.4","0.5","124,860","682","95.6","0.5"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","50009","Essex County, VT","4,337","0","245","45","5.6","1.0","4,092","45","94.4","1.0"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","50011","Franklin County, VT","40,848","0","1,868","288","4.6","0.7","38,980","288","95.4","0.7"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","50013","Grand Isle County, VT","5,578","0","295","52","5.3","0.9","5,283","52","94.7","0.9"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","50015","Lamoille County, VT","19,997","0","1,197","200","6.0","1.0","18,800","200","94.0","1.0"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","50017","Orange County, VT","21,648","0","1,065","172","4.9","0.8","20,583","172","95.1","0.8"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","50019","Orleans County, VT","19,728","0","1,135","185","5.8","0.9","18,593","185","94.2","0.9"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","50021","Rutland County, VT","42,125","0","2,090","322","5.0","0.8","40,035","322","95.0","0.8"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","50023","Washington County, VT","43,768","0","2,026","305","4.6","0.7","41,742","305","95.4","0.7"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","50025","Windham County, VT","30,482","0","1,602","253","5.3","0.8","28,880","253","94.7","0.8"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","50027","Windsor County, VT","40,858","0","2,221","341","5.4","0.8","38,637","341","94.6","0.8"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","51000","Virginia","6,955,174","0","595,215","18,625","8.6","0.3","6,359,959","18,625","91.4","0.3"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","51001","Accomack County, VA","23,228","0","3,162","389","13.6","1.7","20,066","389","86.4","1.7"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","51003","Albemarle County, VA","82,961","0","7,920","936","9.5","1.1","75,041","936","90.5","1.1"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","51005","Alleghany County, VA","10,727","0","1,014","143","9.5","1.3","9,713","143","90.5","1.3"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","51007","Amelia County, VA","10,212","0","1,196","163","11.7","1.6","9,016","163","88.3","1.6"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","51009","Amherst County, VA","23,632","0","2,543","334","10.8","1.4","21,089","334","89.2","1.4"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","51011","Appomattox County, VA","12,450","0","1,342","187","10.8","1.5","11,108","187","89.2","1.5"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","51013","Arlington County, VA","213,792","0","13,375","1,571","6.3","0.7","200,417","1,571","93.7","0.7"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","51015","Augusta County, VA","56,705","0","5,242","679","9.2","1.2","51,463","679","90.8","1.2"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","51017","Bath County, VA","2,917","0","292","45","10.0","1.5","2,625","45","90.0","1.5"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","51019","Bedford County, VA","61,408","0","4,949","642","8.1","1.0","56,459","642","91.9","1.0"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","51021","Bland County, VA","4,063","0","321","49","7.9","1.2","3,742","49","92.1","1.2"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","51023","Botetourt County, VA","25,527","0","1,801","254","7.1","1.0","23,726","254","92.9","1.0"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","51025","Brunswick County, VA","10,023","0","1,024","146","10.2","1.5","8,999","146","89.8","1.5"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","51027","Buchanan County, VA","14,658","0","1,405","201","9.6","1.4","13,253","201","90.4","1.4"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","51029","Buckingham County, VA","11,351","0","1,308","184","11.5","1.6","10,043","184","88.5","1.6"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","51031","Campbell County, VA","42,938","0","4,078","548","9.5","1.3","38,860","548","90.5","1.3"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","51033","Caroline County, VA","24,737","0","2,186","301","8.8","1.2","22,551","301","91.2","1.2"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","51035","Carroll County, VA","21,984","0","2,540","341","11.6","1.6","19,444","341","88.4","1.6"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","51036","Charles City County, VA","4,928","0","732","92","14.9","1.9","4,196","92","85.1","1.9"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","51037","Charlotte County, VA","8,812","0","1,003","141","11.4","1.6","7,809","141","88.6","1.6"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","51041","Chesterfield County, VA","294,946","0","23,790","2,398","8.1","0.8","271,156","2,398","91.9","0.8"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","51043","Clarke County, VA","11,334","0","1,014","139","8.9","1.2","10,320","139","91.1","1.2"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","51045","Craig County, VA","3,790","0","325","50","8.6","1.3","3,465","50","91.4","1.3"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","51047","Culpeper County, VA","43,111","0","4,715","587","10.9","1.4","38,396","587","89.1","1.4"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","51049","Cumberland County, VA","7,468","0","731","109","9.8","1.5","6,737","109","90.2","1.5"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","51051","Dickenson County, VA","10,186","0","885","131","8.7","1.3","9,301","131","91.3","1.3"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","51053","Dinwiddie County, VA","22,503","0","1,994","285","8.9","1.3","20,509","285","91.1","1.3"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","51057","Essex County, VA","8,073","0","913","130","11.3","1.6","7,160","130","88.7","1.6"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","51059","Fairfax County, VA","994,381","0","75,442","5,130","7.6","0.5","918,939","5,130","92.4","0.5"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","51061","Fauquier County, VA","58,985","0","5,109","592","8.7","1.0","53,876","592","91.3","1.0"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","51063","Floyd County, VA","11,833","0","1,361","194","11.5","1.6","10,472","194","88.5","1.6"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","51065","Fluvanna County, VA","20,367","0","1,889","262","9.3","1.3","18,478","262","90.7","1.3"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","51067","Franklin County, VA","41,057","0","3,814","524","9.3","1.3","37,243","524","90.7","1.3"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","51069","Frederick County, VA","73,369","0","6,503","812","8.9","1.1","66,866","812","91.1","1.1"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","51071","Giles County, VA","12,842","0","1,132","166","8.8","1.3","11,710","166","91.2","1.3"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","51073","Gloucester County, VA","29,642","0","2,713","369","9.2","1.2","26,929","369","90.8","1.2"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","51075","Goochland County, VA","17,825","0","951","153","5.3","0.9","16,874","153","94.7","0.9"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","51077","Grayson County, VA","10,471","0","1,092","154","10.4","1.5","9,379","154","89.6","1.5"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","51079","Greene County, VA","16,226","0","1,788","237","11.0","1.5","14,438","237","89.0","1.5"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","51081","Greensville County, VA","5,893","0","436","65","7.4","1.1","5,457","65","92.6","1.1"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","51083","Halifax County, VA","23,993","0","2,221","296","9.3","1.2","21,772","296","90.7","1.2"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","51085","Hanover County, VA","86,559","0","5,652","712","6.5","0.8","80,907","712","93.5","0.8"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","51087","Henrico County, VA","275,755","0","23,057","2,365","8.4","0.9","252,698","2,365","91.6","0.9"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","51089","Henry County, VA","36,710","0","3,721","502","10.1","1.4","32,989","502","89.9","1.4"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","51091","Highland County, VA","1,388","0","155","25","11.2","1.8","1,233","25","88.8","1.8"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","51093","Isle of Wight County, VA","29,807","0","2,343","317","7.9","1.1","27,464","317","92.1","1.1"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","51095","James City County, VA","56,020","0","3,783","506","6.8","0.9","52,237","506","93.2","0.9"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","51097","King and Queen County, VA","5,187","0","632","91","12.2","1.8","4,555","91","87.8","1.8"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","51099","King George County, VA","23,193","0","1,487","207","6.4","0.9","21,706","207","93.6","0.9"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","51101","King William County, VA","14,554","0","1,298","186","8.9","1.3","13,256","186","91.1","1.3"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","51103","Lancaster County, VA","6,465","0","692","98","10.7","1.5","5,773","98","89.3","1.5"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","51105","Lee County, VA","16,240","0","1,623","230","10.0","1.4","14,617","230","90.0","1.4"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","51107","Loudoun County, VA","387,695","0","23,021","2,223","5.9","0.6","364,674","2,223","94.1","0.6"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","51109","Louisa County, VA","29,833","0","2,964","399","9.9","1.3","26,869","399","90.1","1.3"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","51111","Lunenburg County, VA","8,196","0","1,113","146","13.6","1.8","7,083","146","86.4","1.8"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","51113","Madison County, VA","10,113","0","1,203","164","11.9","1.6","8,910","164","88.1","1.6"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","51115","Mathews County, VA","5,950","0","560","83","9.4","1.4","5,390","83","90.6","1.4"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","51117","Mecklenburg County, VA","21,351","0","2,314","310","10.8","1.5","19,037","310","89.2","1.5"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","51119","Middlesex County, VA","6,753","0","800","110","11.8","1.6","5,953","110","88.2","1.6"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","51121","Montgomery County, VA","75,398","0","6,358","870","8.4","1.2","69,040","870","91.6","1.2"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","51125","Nelson County, VA","10,401","0","1,225","164","11.8","1.6","9,176","164","88.2","1.6"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","51127","New Kent County, VA","18,713","0","1,765","244","9.4","1.3","16,948","244","90.6","1.3"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","51131","Northampton County, VA","7,999","0","879","118","11.0","1.5","7,120","118","89.0","1.5"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","51133","Northumberland County, VA","7,312","0","798","117","10.9","1.6","6,514","117","89.1","1.6"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","51135","Nottoway County, VA","10,029","0","1,069","146","10.7","1.5","8,960","146","89.3","1.5"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","51137","Orange County, VA","29,163","0","2,935","400","10.1","1.4","26,228","400","89.9","1.4"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","51139","Page County, VA","18,352","0","1,985","273","10.8","1.5","16,367","273","89.2","1.5"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","51141","Patrick County, VA","12,382","0","1,251","175","10.1","1.4","11,131","175","89.9","1.4"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","51143","Pittsylvania County, VA","43,758","0","4,395","551","10.0","1.3","39,363","551","90.0","1.3"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","51145","Powhatan County, VA","23,255","0","2,039","282","8.8","1.2","21,216","282","91.2","1.2"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","51147","Prince Edward County, VA","14,870","0","1,415","223","9.5","1.5","13,455","223","90.5","1.5"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","51149","Prince George County, VA","28,479","0","2,134","312","7.5","1.1","26,345","312","92.5","1.1"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","51153","Prince William County, VA","421,610","0","39,863","3,332","9.5","0.8","381,747","3,332","90.5","0.8"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","51155","Pulaski County, VA","24,930","0","1,889","273","7.6","1.1","23,041","273","92.4","1.1"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","51157","Rappahannock County, VA","5,167","0","704","92","13.6","1.8","4,463","92","86.4","1.8"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","51159","Richmond County, VA","5,445","0","557","82","10.2","1.5","4,888","82","89.8","1.5"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","51161","Roanoke County, VA","71,962","0","5,020","650","7.0","0.9","66,942","650","93.0","0.9"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","51163","Rockbridge County, VA","16,039","0","1,636","227","10.2","1.4","14,403","227","89.8","1.4"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","51165","Rockingham County, VA","64,131","0","7,541","867","11.8","1.4","56,590","867","88.2","1.4"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","51167","Russell County, VA","20,170","0","1,831","259","9.1","1.3","18,339","259","90.9","1.3"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","51169","Scott County, VA","15,339","0","1,325","187","8.6","1.2","14,014","187","91.4","1.2"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","51171","Shenandoah County, VA","33,674","0","3,592","467","10.7","1.4","30,082","467","89.3","1.4"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","51173","Smyth County, VA","22,538","0","1,891","273","8.4","1.2","20,647","273","91.6","1.2"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","51175","Southampton County, VA","12,248","0","1,067","151","8.7","1.2","11,181","151","91.3","1.2"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","51177","Spotsylvania County, VA","117,021","0","9,918","1,140","8.5","1.0","107,103","1,140","91.5","1.0"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","51179","Stafford County, VA","134,884","0","10,508","1,268","7.8","0.9","124,376","1,268","92.2","0.9"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","51181","Surry County, VA","4,712","0","406","61","8.6","1.3","4,306","61","91.4","1.3"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","51183","Sussex County, VA","6,234","0","546","81","8.8","1.3","5,688","81","91.2","1.3"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","51185","Tazewell County, VA","29,347","0","2,692","364","9.2","1.2","26,655","364","90.8","1.2"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","51187","Warren County, VA","33,002","0","3,161","423","9.6","1.3","29,841","423","90.4","1.3"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","51191","Washington County, VA","38,886","0","3,473","463","8.9","1.2","35,413","463","91.1","1.2"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","51193","Westmoreland County, VA","13,086","0","1,430","198","10.9","1.5","11,656","198","89.1","1.5"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","51195","Wise County, VA","27,128","0","2,584","360","9.5","1.3","24,544","360","90.5","1.3"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","51197","Wythe County, VA","21,961","0","2,162","306","9.8","1.4","19,799","306","90.2","1.4"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","51199","York County, VA","56,760","0","3,588","485","6.3","0.9","53,172","485","93.7","0.9"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","51510","Alexandria city, VA","137,387","0","11,230","1,356","8.2","1.0","126,157","1,356","91.8","1.0"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","51520","Bristol city, VA","13,135","0","1,142","174","8.7","1.3","11,993","174","91.3","1.3"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","51530","Buena Vista city, VA","4,663","0","457","75","9.8","1.6","4,206","75","90.2","1.6"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","51540","Charlottesville city, VA","38,792","0","3,679","518","9.5","1.3","35,113","518","90.5","1.3"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","51550","Chesapeake city, VA","206,301","0","15,829","1,814","7.7","0.9","190,472","1,814","92.3","0.9"
